session,params,fit,nb_mean,nb_min,robust,n,tpd,R,R_trade,pfR,t,R_h1,R_h2,maxDD
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.233,2.924,-1.0,2.924,269,0.76,110.56,0.411,1.611,3.233,70.92,39.64,-14.11
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.232,2.44,-1.0,2.44,224,0.64,100.03,0.4466,1.657,3.232,63.01,37.02,-10.25
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.232,2.7,-1.0,2.7,253,0.72,116.6,0.4609,1.719,3.232,76.36,40.25,-12.31
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.226,2.907,-1.0,2.907,296,0.84,112.5,0.3801,1.601,3.226,73.08,39.42,-14.39
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",3.225,2.663,-1.0,2.663,241,0.68,104.9,0.4353,1.642,3.225,61.85,43.05,-11.28
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 0.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.223,2.897,-1.0,2.897,233,0.66,98.86,0.4243,1.665,3.223,65.02,33.84,-9.78
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 40.0, ""min_bos"": 10.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",3.223,2.754,-1.0,2.754,233,0.66,98.86,0.4243,1.665,3.223,65.02,33.84,-9.78
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 100.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",3.222,2.642,-1.0,2.642,232,0.66,102.8,0.4431,1.685,3.222,66.68,36.12,-8.14
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.219,2.782,-1.0,2.782,240,0.68,126.28,0.5261,1.758,3.219,73.83,52.45,-14.3
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.214,2.584,-1.0,2.584,229,0.65,88.06,0.3845,1.647,3.214,55.64,32.42,-8.7
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.214,2.895,-1.0,2.895,264,0.75,120.9,0.458,1.666,3.214,91.32,29.57,-12.44
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 10.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",3.212,2.779,-1.0,2.779,357,1.01,133.99,0.3753,1.543,3.212,98.76,35.23,-26.54
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",3.211,2.638,-1.0,2.638,274,0.78,106.59,0.389,1.585,3.211,69.01,37.59,-13.63
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.211,2.663,-1.0,2.663,279,0.79,153.29,0.5494,1.745,3.211,73.6,79.69,-13.99
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.211,2.634,-1.0,2.634,233,0.66,100.95,0.4333,1.634,3.211,62.25,38.71,-10.25
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 35.0, ""big_tp"": 80.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 20.0}",3.208,1.962,-1.0,1.962,256,0.73,90.97,0.3553,1.589,3.208,51.58,39.39,-9.98
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 30.0, ""big_tp"": 80.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.208,3.112,2.656,3.112,382,1.09,106.29,0.2782,1.466,3.208,75.71,30.58,-11.35
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 15.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.206,2.505,-1.0,2.505,270,0.77,115.76,0.4288,1.627,3.206,66.29,49.47,-13.36
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 0, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 20.0}",3.205,2.978,1.976,2.978,563,1.6,158.83,0.2821,1.418,3.205,100.46,58.37,-24.15
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 150.0, ""min_bos"": 0.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.2,2.992,2.07,2.992,839,2.38,189.85,0.2263,1.351,3.2,131.38,58.47,-34.84
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.199,2.927,-1.0,2.927,248,0.7,130.55,0.5264,1.755,3.199,73.31,57.24,-11.48
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""std"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.198,2.845,-1.0,2.845,490,1.39,153.41,0.3131,1.455,3.198,124.67,28.74,-25.23
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.195,2.875,-1.0,2.875,339,0.96,148.57,0.4382,1.594,3.195,85.69,62.87,-22.37
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 20.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 10.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.192,2.894,-1.0,2.894,293,0.83,116.8,0.3986,1.59,3.192,78.78,38.02,-14.4
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",3.191,3.047,1.265,3.047,244,0.69,123.4,0.5058,1.72,3.191,74.31,49.09,-12.63
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.19,2.644,-1.0,2.644,256,0.73,118.75,0.4639,1.694,3.19,69.34,49.41,-12.56
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 25.0, ""stack_gap"": 10.0}",3.19,2.633,-1.0,2.633,320,0.91,123.07,0.3846,1.576,3.19,81.73,41.34,-30.92
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 140.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.189,3.129,2.511,3.129,232,0.66,123.84,0.5338,1.758,3.189,72.58,51.27,-13.27
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""disp_fv"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.188,2.736,-1.0,2.736,389,1.11,153.63,0.3949,1.535,3.188,75.19,78.43,-18.72
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",3.187,2.9,-1.0,2.9,290,0.82,111.4,0.3841,1.58,3.187,80.53,30.87,-16.48
NY,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 40.0, ""big_tp"": 130.0, ""std_sl"": 20.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.186,2.604,-1.0,2.604,299,0.85,110.08,0.3682,1.597,3.186,70.42,39.66,-14.05
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 20.0, ""std_tp"": 30.0, ""leg_gap"": 10.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 80.0, ""min_bos"": 20.0, ""disp_pts"": 30.0, ""stack_gap"": 10.0}",3.186,2.624,-1.0,2.624,306,0.87,133.1,0.435,1.637,3.186,81.03,52.07,-17.9
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.186,2.592,-1.0,2.592,279,0.79,100.37,0.3597,1.565,3.186,65.97,34.39,-16.13
NY,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 35.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 25.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 10.0}",3.181,2.627,-1.0,2.627,253,0.72,133.87,0.5291,1.729,3.181,76.25,57.62,-14.94
NY,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 35.0, ""leg_tp"": 115.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",3.178,2.38,-1.0,2.38,233,0.66,108.73,0.4666,1.657,3.178,60.78,47.95,-10.2
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 100.0, ""min_bos"": 10.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",3.177,2.97,-1.0,2.97,256,0.73,104.82,0.4094,1.644,3.177,68.78,36.03,-12.3
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 130.0, ""std_sl"": 15.0, ""std_tp"": 35.0, ""leg_gap"": 25.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",3.175,2.592,-1.0,2.592,315,0.89,129.36,0.4107,1.6,3.175,103.53,25.84,-20.94
NY,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": false, ""legs"": true, ""leg_max"": 6, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 30.0, ""big_tp"": 150.0, ""std_sl"": 30.0, ""std_tp"": 35.0, ""leg_gap"": 10.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",3.174,2.571,-1.0,2.571,293,0.83,126.48,0.4317,1.644,3.174,84.47,42.01,-14.79
