combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 0}",500,500.0,,,1.01,52576,76,35,38,3,0.479,29.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 7}",500,500.0,1500.0,,0.81,44274,76,35,38,3,0.479,30.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 7}",500,1000.0,1900.0,,1.02,63235,76,35,38,3,0.479,27.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 8}",500,750.0,1900.0,,1.04,84807,76,35,38,3,0.479,33.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 8}",500,750.0,1900.0,,1.04,84807,76,35,38,3,0.479,33.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",500,750.0,1900.0,0.25,1.1,76605,76,35,38,3,0.479,32.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 7}",500,750.0,1900.0,,0.95,59812,76,35,38,3,0.479,25.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 4}",375,750.0,,0.5,1.13,57995,76,35,38,3,0.479,31.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 4}",375,750.0,,0.5,1.13,57995,76,35,38,3,0.479,31.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 0}",375,,,,1.46,65923,76,35,38,3,0.479,23.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 0}",375,,,,1.46,65923,76,35,38,3,0.479,23.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 7}",250,,1500.0,,1.2,34323,76,35,38,3,0.479,38.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 2}",375,,1900.0,0.5,1.68,70635,76,35,38,3,0.479,28.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 5}",375,1500.0,1900.0,0.5,1.35,69519,76,35,38,3,0.479,47.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 6}",250,750.0,1900.0,0.5,1.33,34831,76,35,38,3,0.479,37.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 3}",500,750.0,,,1.23,65384,76,35,38,3,0.479,18.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 5}",500,750.0,1500.0,,1.2,74101,76,35,38,3,0.479,23.0
"{""ASIA"": 0, ""LDN"": 10, ""NY"": 3}",375,500.0,,,1.26,39678,76,35,38,3,0.479,28.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",500,,1900.0,min,1.16,73653,76,34,37,5,0.479,92.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",500,,1900.0,0.25,1.16,73653,76,34,37,5,0.479,39.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 2}",375,,,0.25,1.57,54117,76,34,37,5,0.479,21.5
"{""ASIA"": null, ""LDN"": 5, ""NY"": 7}",375,500.0,1500.0,,0.86,31762,76,34,37,5,0.479,25.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 7}",375,500.0,1500.0,min,0.86,31762,76,34,37,5,0.479,24.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 7}",375,500.0,1500.0,0.25,0.86,31762,76,34,37,5,0.479,24.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",375,500.0,1900.0,,0.95,33047,76,34,37,5,0.479,41.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 10}",375,500.0,1500.0,min,1.13,48620,76,34,37,5,0.479,18.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 10}",375,500.0,1500.0,0.25,1.13,48620,76,34,37,5,0.479,18.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 10}",375,500.0,,min,1.14,47863,76,34,37,5,0.479,18.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 10}",375,500.0,,0.25,1.14,47863,76,34,37,5,0.479,18.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 1}",500,1000.0,,0.25,1.12,70189,76,34,37,5,0.479,30.5
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 7}",375,1500.0,1500.0,0.25,1.17,50439,76,34,37,5,0.479,27.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 11}",500,1000.0,,0.25,1.12,73392,76,34,37,5,0.479,41.5
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 1}",250,500.0,1900.0,0.5,1.13,32475,76,34,37,5,0.479,39.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",500,1000.0,1500.0,0.5,1.11,76693,76,33,36,7,0.478,26.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",750,1000.0,,0.25,1.07,111176,76,33,36,7,0.478,50.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",1000,,1900.0,0.25,1.07,134876,76,33,36,7,0.478,59.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 3}",1000,,,0.25,1.08,145126,76,33,36,7,0.478,46.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 4}",750,750.0,1900.0,0.25,0.86,123275,76,33,36,7,0.478,50.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 4}",750,750.0,1900.0,0.25,0.86,123275,76,33,36,7,0.478,50.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,1500.0,,0.5,0.94,113033,76,33,36,7,0.478,21.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,,,0.5,1.01,120287,76,33,36,7,0.478,21.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 10}",500,,1500.0,0.5,1.09,73881,76,33,36,7,0.478,13.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 10}",500,,1500.0,0.5,1.09,73881,76,33,36,7,0.478,13.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,min,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,0.25,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,0.5,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,min,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,0.25,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 2}",250,1000.0,1500.0,0.5,1.46,36685,76,33,36,7,0.478,27.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 1}",375,500.0,1500.0,0.5,1.11,46352,76,33,36,7,0.478,22.0
"{""ASIA"": null, ""LDN"": 11, ""NY"": 10}",250,1500.0,,0.25,1.24,34611,76,33,36,7,0.478,26.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",375,750.0,1900.0,0.25,1.16,56981,76,33,36,7,0.478,26.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",375,750.0,1900.0,min,1.1,57410,76,33,36,7,0.478,35.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",375,1500.0,1500.0,min,1.23,59683,76,33,36,7,0.478,29.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 6}",500,1000.0,1900.0,min,1.12,73182,76,33,36,7,0.478,110.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 6}",375,750.0,,0.25,1.26,49307,76,33,36,7,0.478,36.0
"{""ASIA"": 0, ""LDN"": 6, ""NY"": 1}",250,750.0,1500.0,0.25,1.22,34046,76,33,36,7,0.478,30.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 1}",375,500.0,1900.0,0.25,1.15,56428,76,33,36,7,0.478,29.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 1}",250,750.0,1900.0,min,1.25,35131,76,33,36,7,0.478,36.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 3}",250,750.0,1900.0,0.25,1.26,35052,76,33,36,7,0.478,37.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",750,1000.0,,0.25,1.03,97959,76,32,35,9,0.478,47.5
"{""ASIA"": null, ""LDN"": 11, ""NY"": 8}",250,1500.0,1900.0,0.5,1.14,34997,76,32,35,9,0.478,33.5
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 10}",250,500.0,1900.0,min,1.15,34147,76,32,35,9,0.478,29.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 10}",250,500.0,1900.0,0.25,1.15,34147,76,32,35,9,0.478,29.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",500,,1900.0,min,1.08,62982,76,31,34,11,0.477,21.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",375,500.0,,0.25,1.1,46843,76,31,34,11,0.477,62.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",375,500.0,,0.5,1.1,46843,76,31,34,11,0.477,35.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 11}",375,,1900.0,0.25,1.01,48780,76,31,34,11,0.477,30.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 4}",500,750.0,,min,1.07,82283,76,31,34,11,0.477,91.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 2}",250,500.0,1900.0,min,1.3,33897,76,31,34,11,0.477,31.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 2}",250,500.0,1900.0,0.25,1.3,33897,76,31,34,11,0.477,31.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 4}",250,500.0,1500.0,min,1.07,36292,76,31,34,11,0.477,36.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 4}",250,500.0,1500.0,0.25,1.07,36292,76,31,34,11,0.477,36.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 1}",375,1500.0,1900.0,0.5,1.08,51353,76,30,33,13,0.476,19.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 0}",250,1000.0,,0.5,1.23,39344,76,30,33,13,0.476,35.5
"{""ASIA"": null, ""LDN"": 8, ""NY"": 0}",250,,1900.0,0.5,1.25,37761,76,30,33,13,0.476,31.5
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 1}",250,,,0.25,1.57,41142,76,30,33,13,0.476,36.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 10}",500,750.0,1500.0,min,1.1,68052,76,29,32,15,0.475,12.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 0}",500,500.0,,min,1.03,76206,76,29,32,15,0.475,22.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 0}",500,500.0,1900.0,min,1.01,77758,76,29,32,15,0.475,22.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 1}",375,1000.0,1900.0,min,1.04,47201,76,29,32,15,0.475,19.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 1}",375,1000.0,1900.0,0.25,1.04,47201,76,29,32,15,0.475,19.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",375,500.0,1500.0,0.25,1.01,50844,76,29,32,15,0.475,96.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",375,500.0,1500.0,0.5,1.01,50844,76,29,32,15,0.475,50.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",375,500.0,1500.0,0.5,1.01,53260,76,29,32,15,0.475,47.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",375,500.0,1500.0,0.5,1.01,53260,76,29,32,15,0.475,47.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",375,500.0,1500.0,0.5,1.01,53260,76,29,32,15,0.475,47.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 9}",375,750.0,1500.0,0.25,1.09,51607,76,29,32,15,0.475,18.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 0}",250,,1900.0,min,1.25,37761,76,29,32,15,0.475,39.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 1}",250,750.0,,min,1.13,37144,76,29,32,15,0.475,32.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 1}",250,750.0,,0.25,1.13,37144,76,29,32,15,0.475,32.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 1}",250,750.0,,0.5,1.13,37144,76,29,32,15,0.475,32.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 6}",375,1500.0,,min,1.2,56876,76,28,31,17,0.475,22.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",375,1000.0,,min,1.07,49996,76,27,30,19,0.474,22.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",375,1000.0,,min,1.07,49996,76,27,30,19,0.474,22.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 10}",375,1000.0,,min,1.15,53750,76,27,30,19,0.474,24.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 10}",375,1000.0,,min,1.15,53750,76,27,30,19,0.474,24.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 2}",375,,,,1.57,54117,76,35,39,2,0.473,21.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 2}",375,,1900.0,,1.46,53946,76,35,39,2,0.473,21.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 4}",1000,,1900.0,0.5,0.97,164515,76,35,39,2,0.473,34.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 11}",500,,1500.0,0.5,0.91,66014,76,35,39,2,0.473,25.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 9}",500,1500.0,1900.0,0.5,1.14,67751,76,35,39,2,0.473,16.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 9}",500,1500.0,1900.0,0.5,1.14,67751,76,35,39,2,0.473,16.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 3}",375,1500.0,,0.5,1.2,52608,76,35,39,2,0.473,17.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 6}",500,1000.0,1900.0,0.5,1.19,68091,76,35,39,2,0.473,26.0
"{""ASIA"": 0, ""LDN"": null, ""NY"": 5}",375,1000.0,1500.0,,1.0,55685,76,35,39,2,0.473,28.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 7}",250,1500.0,,,1.36,22815,76,35,39,2,0.473,63.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",500,500.0,1500.0,0.5,0.89,51163,76,35,39,2,0.473,21.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",375,750.0,,0.5,1.24,53523,76,35,39,2,0.473,24.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",375,750.0,1900.0,0.5,1.16,56981,76,35,39,2,0.473,23.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",375,750.0,1500.0,0.5,1.14,53678,76,35,39,2,0.473,22.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 8}",500,1500.0,,,1.19,78270,76,35,39,2,0.473,33.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 8}",500,1500.0,,,1.19,78270,76,35,39,2,0.473,33.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",375,750.0,1900.0,0.5,1.1,57410,76,35,39,2,0.473,26.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",375,1000.0,1900.0,,1.18,55987,76,35,39,2,0.473,20.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 5}",375,1500.0,1500.0,0.5,1.23,59683,76,35,39,2,0.473,26.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 7}",500,1500.0,1900.0,0.25,1.03,58668,76,35,39,2,0.473,37.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 8}",375,1500.0,,,1.23,64534,76,35,39,2,0.473,24.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 9}",500,750.0,,0.5,1.15,68552,76,35,39,2,0.473,17.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 0}",500,500.0,1900.0,,0.98,55131,76,35,39,2,0.473,24.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 8}",250,,,,1.4,42570,76,35,39,2,0.473,37.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 2}",250,500.0,1500.0,,1.3,37360,76,35,39,2,0.473,25.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 4}",750,1000.0,,0.5,1.12,119902,76,35,39,2,0.473,37.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 5}",375,1000.0,1500.0,,1.25,59801,76,35,39,2,0.473,24.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 5}",500,500.0,1500.0,,0.89,43398,76,35,39,2,0.473,23.0
"{""ASIA"": 0, ""LDN"": 6, ""NY"": 1}",250,750.0,1500.0,,1.22,34046,76,35,39,2,0.473,39.0
"{""ASIA"": 0, ""LDN"": 6, ""NY"": 9}",250,750.0,1500.0,,1.24,35696,76,35,39,2,0.473,34.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 4}",500,,,0.25,1.38,91235,76,35,39,2,0.473,79.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 4}",500,,,0.5,1.38,91235,76,35,39,2,0.473,36.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 11}",375,1500.0,,,1.27,56690,76,35,39,2,0.473,25.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 1}",250,750.0,1900.0,,1.25,35131,76,35,39,2,0.473,38.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 6}",250,750.0,1900.0,,1.33,34831,76,35,39,2,0.473,37.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 4}",375,1000.0,,0.5,1.23,55688,76,35,39,2,0.473,36.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 4}",375,1500.0,,0.25,1.28,56019,76,35,39,2,0.473,84.0
"{""ASIA"": 0, ""LDN"": 10, ""NY"": 8}",375,1500.0,1900.0,,1.31,61151,76,35,39,2,0.473,33.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",375,,,min,1.07,59943,76,26,29,21,0.473,74.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 5}",250,1000.0,,0.25,1.46,33087,76,26,29,21,0.473,31.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",500,750.0,1900.0,min,1.0,66749,76,34,38,4,0.472,14.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",500,750.0,1900.0,0.25,1.0,66749,76,34,38,4,0.472,13.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",500,750.0,1900.0,0.5,1.0,66749,76,34,38,4,0.472,13.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",375,1000.0,,0.5,0.92,34301,76,34,38,4,0.472,59.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 0}",375,,,,1.24,56308,76,34,38,4,0.472,23.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 0}",375,1500.0,1500.0,,1.22,52048,76,34,38,4,0.472,22.5
"{""ASIA"": null, ""LDN"": 3, ""NY"": 5}",500,,1900.0,0.5,1.18,61246,76,34,38,4,0.472,23.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 8}",500,1000.0,1500.0,,1.04,73838,76,34,38,4,0.472,38.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 3}",1000,500.0,1900.0,0.5,0.92,138145,76,34,38,4,0.472,24.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 3}",500,,,0.25,1.07,72232,76,34,38,4,0.472,22.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 3}",500,,,0.25,1.07,72232,76,34,38,4,0.472,22.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 4}",500,1000.0,1900.0,0.5,0.99,74617,76,34,38,4,0.472,37.5
"{""ASIA"": null, ""LDN"": 10, ""NY"": 9}",500,1000.0,,0.25,1.17,59248,76,34,38,4,0.472,16.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 9}",500,1000.0,,0.5,1.17,59248,76,34,38,4,0.472,16.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 9}",500,500.0,,0.25,0.99,55680,76,34,38,4,0.472,14.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 9}",500,500.0,,0.5,0.99,55680,76,34,38,4,0.472,14.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 2}",250,500.0,1500.0,,1.34,36703,76,34,38,4,0.472,26.5
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 4}",250,500.0,1500.0,min,1.14,38493,76,34,38,4,0.472,28.5
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 4}",250,500.0,1500.0,0.25,1.14,38493,76,34,38,4,0.472,28.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 4}",250,500.0,1500.0,min,1.14,38493,76,34,38,4,0.472,28.5
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 4}",250,500.0,1500.0,0.25,1.14,38493,76,34,38,4,0.472,28.0
"{""ASIA"": 0, ""LDN"": 0, ""NY"": 9}",375,750.0,,0.25,1.24,53523,76,34,38,4,0.472,22.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 0}",500,750.0,,0.25,1.2,77581,76,34,38,4,0.472,28.5
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 7}",375,750.0,1500.0,0.5,1.03,44481,76,34,38,4,0.472,25.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 3}",375,750.0,1500.0,0.25,1.11,47893,76,34,38,4,0.472,18.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 3}",500,500.0,,0.5,0.92,33423,76,34,38,4,0.472,30.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 3}",500,500.0,,0.5,0.92,33423,76,34,38,4,0.472,30.0
"{""ASIA"": 0, ""LDN"": 5, ""NY"": 4}",375,750.0,,0.25,1.11,52401,76,34,38,4,0.472,37.5
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 5}",375,1500.0,1900.0,0.25,1.35,69519,76,34,38,4,0.472,67.5
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 8}",500,1500.0,1900.0,0.25,1.2,95208,76,34,38,4,0.472,62.0
"{""ASIA"": 0, ""LDN"": 7, ""NY"": 8}",500,1500.0,1900.0,0.25,1.2,95208,76,34,38,4,0.472,62.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 4}",375,1000.0,,min,1.23,55688,76,34,38,4,0.472,86.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 4}",375,750.0,,min,1.16,55506,76,34,38,4,0.472,86.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 11}",375,500.0,1500.0,min,0.95,52979,76,25,28,23,0.472,23.0
"{""ASIA"": null, ""LDN"": 3, ""NY"": 2}",375,,,min,1.57,54117,76,33,37,6,0.471,21.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 3}",1000,,1900.0,0.25,1.04,145691,76,33,37,6,0.471,46.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 3}",1000,,1900.0,0.25,1.04,145691,76,33,37,6,0.471,46.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,1000.0,1500.0,0.25,0.89,109302,76,33,37,6,0.471,28.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 11}",375,1000.0,1500.0,min,0.91,45052,76,33,37,6,0.471,23.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 11}",375,1000.0,1500.0,0.25,0.91,45052,76,33,37,6,0.471,23.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 11}",375,1000.0,1500.0,min,0.91,45052,76,33,37,6,0.471,23.0
"{""ASIA"": null, ""LDN"": 5, ""NY"": 11}",375,1000.0,1500.0,0.25,0.91,45052,76,33,37,6,0.471,23.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",375,500.0,,,1.1,46843,76,33,37,6,0.471,34.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",750,1000.0,1900.0,0.5,0.99,108693,76,33,37,6,0.471,29.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 9}",500,1500.0,1900.0,0.25,1.14,67751,76,33,37,6,0.471,14.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 9}",500,1500.0,1900.0,0.25,1.14,67751,76,33,37,6,0.471,14.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 1}",500,1500.0,,0.25,1.08,64121,76,33,37,6,0.471,14.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 1}",500,1500.0,,0.5,1.08,64121,76,33,37,6,0.471,14.0
"{""ASIA"": null, ""LDN"": 10, ""NY"": 6}",375,500.0,1500.0,0.25,1.18,50189,76,33,37,6,0.471,30.0
"{""ASIA"": 0, ""LDN"": 2, ""NY"": 1}",500,750.0,,0.25,1.12,70189,76,33,37,6,0.471,33.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 7}",375,1500.0,1500.0,min,1.17,50439,76,33,37,6,0.471,26.0
"{""ASIA"": 0, ""LDN"": 6, ""NY"": 1}",250,750.0,1500.0,0.5,1.22,34046,76,33,37,6,0.471,30.0
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 1}",250,750.0,1500.0,0.25,1.25,34471,76,33,37,6,0.471,34.0
"{""ASIA"": 0, ""LDN"": 11, ""NY"": 7}",250,500.0,,,1.09,25132,76,33,37,6,0.471,47.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",500,1000.0,1500.0,0.25,1.11,76693,76,32,36,8,0.471,25.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 1}",375,500.0,1900.0,,0.99,46986,76,32,36,8,0.471,18.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,1500.0,,0.25,0.94,113033,76,32,36,8,0.471,37.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,750.0,,0.25,0.88,117276,76,32,36,8,0.471,37.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": 8}",750,,,0.25,1.01,120287,76,32,36,8,0.471,37.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": 10}",375,,1500.0,0.5,1.1,53657,76,32,36,8,0.471,15.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": 10}",375,,,0.5,1.1,53268,76,32,36,8,0.471,15.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": 10}",375,1500.0,1500.0,0.5,1.1,53657,76,32,36,8,0.471,15.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",750,1500.0,1500.0,0.25,0.99,116195,76,32,36,8,0.471,44.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 8}",750,1000.0,1500.0,0.25,0.98,107463,76,32,36,8,0.471,44.5
"{""ASIA"": null, ""LDN"": 11, ""NY"": 1}",375,,,0.25,1.25,55163,76,32,36,8,0.471,30.5
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 1}",500,1500.0,1500.0,0.25,1.22,78510,76,32,36,8,0.471,15.5
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 6}",375,750.0,,min,1.26,49307,76,32,36,8,0.471,35.0
"{""ASIA"": 0, ""LDN"": 4, ""NY"": 6}",500,750.0,,0.25,1.24,68251,76,32,36,8,0.471,23.5
"{""ASIA"": 0, ""LDN"": 6, ""NY"": 1}",250,750.0,1500.0,min,1.22,34046,76,32,36,8,0.471,29.5
"{""ASIA"": 0, ""LDN"": 8, ""NY"": 3}",250,750.0,1900.0,min,1.26,35052,76,32,36,8,0.471,38.0
"{""ASIA"": null, ""LDN"": 8, ""NY"": 5}",375,750.0,1900.0,0.25,1.05,53749,76,31,35,10,0.47,52.0
