combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,750.0,1900.0,,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,750.0,1900.0,min,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,750.0,1900.0,0.25,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,750.0,1900.0,0.5,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,500.0,,,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,500.0,,min,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,500.0,,0.25,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,500.0,,0.5,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,1000.0,1900.0,,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,1000.0,1900.0,min,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,1000.0,1900.0,0.25,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",250,1000.0,1900.0,0.5,0.91,25636,76,47,0,29,1.0,65.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1000.0,1900.0,,0.66,23126,76,46,0,30,1.0,73.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1000.0,1900.0,min,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1000.0,1900.0,0.25,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1000.0,1900.0,0.5,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1500.0,1500.0,,0.66,23126,76,46,0,30,1.0,73.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1500.0,1500.0,min,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1500.0,1500.0,0.25,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,1500.0,1500.0,0.5,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,500.0,1500.0,,0.66,23126,76,46,0,30,1.0,73.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,500.0,1500.0,min,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,500.0,1500.0,0.25,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,500.0,1500.0,0.5,0.66,23126,76,46,0,30,1.0,71.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,,,0.66,32885,76,48,1,27,0.98,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,,min,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,,0.25,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,,0.5,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,1500.0,,0.66,32885,76,48,1,27,0.98,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,1500.0,min,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,1500.0,0.25,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,1000.0,1500.0,0.5,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,500.0,,,0.66,32885,76,48,1,27,0.98,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,500.0,,min,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,500.0,,0.25,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",375,500.0,,0.5,0.66,32885,76,48,1,27,0.98,43.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,,,,0.96,25794,76,47,2,27,0.959,66.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,,,min,0.96,25794,76,47,2,27,0.959,55.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,,,0.25,0.96,25794,76,47,2,27,0.959,55.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,,,0.5,0.96,25794,76,47,2,27,0.959,55.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,,0.96,26548,76,60,6,10,0.909,82.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,0.5,0.96,26548,76,45,6,25,0.882,82.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,min,0.96,26548,76,44,6,26,0.88,82.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,0.25,0.96,26548,76,44,6,26,0.88,82.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,,0.72,35397,76,62,9,5,0.873,55.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,min,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,0.25,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,0.5,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,,0.72,35397,76,62,9,5,0.873,55.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,min,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,0.25,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,0.5,0.72,35397,76,62,9,5,0.873,54.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,,0.97,24626,76,46,7,23,0.868,62.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,min,0.97,24626,76,46,7,23,0.868,62.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,0.25,0.97,24626,76,46,7,23,0.868,62.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,0.5,0.97,24626,76,46,7,23,0.868,62.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,750.0,1500.0,,1.0,26948,76,58,9,9,0.866,71.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,,1.07,40067,76,59,11,6,0.843,48.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,,1.07,40067,76,59,11,6,0.843,48.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,0.5,1.07,40067,76,58,11,7,0.841,51.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,0.5,1.07,40067,76,58,11,7,0.841,51.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,1000.0,1900.0,,1.26,38971,76,62,12,2,0.838,41.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,1000.0,1900.0,0.5,1.26,38971,76,56,11,9,0.836,40.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,750.0,1500.0,min,1.0,26948,76,46,9,21,0.836,58.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,750.0,1500.0,0.25,1.0,26948,76,46,9,21,0.836,58.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,750.0,1500.0,0.5,1.0,26948,76,46,9,21,0.836,58.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,1000.0,,,0.97,37907,76,59,12,5,0.831,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,1000.0,,min,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,1000.0,,0.25,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,1000.0,,0.5,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,,1500.0,,0.97,37907,76,59,12,5,0.831,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,,1500.0,min,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,,1500.0,0.25,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",250,,1500.0,0.5,0.97,37907,76,59,12,5,0.831,45.0
"{""ASIA"": null, ""LDN"": 4, ""NY"": null}",500,500.0,,,0.17,9783,76,34,7,35,0.829,152.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": null}",500,500.0,,0.25,0.17,9783,76,34,7,35,0.829,104.5
"{""ASIA"": null, ""LDN"": 4, ""NY"": null}",500,500.0,,0.5,0.17,9783,76,34,7,35,0.829,88.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,750.0,1500.0,,0.87,34038,76,53,11,12,0.828,40.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,750.0,1500.0,min,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,750.0,1500.0,0.25,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,750.0,1500.0,0.5,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,1500.0,1900.0,,0.87,34038,76,53,11,12,0.828,40.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,1500.0,1900.0,min,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,1500.0,1900.0,0.25,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,1500.0,1900.0,0.5,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,500.0,1500.0,,0.87,34038,76,53,11,12,0.828,40.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,500.0,1500.0,min,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,500.0,1500.0,0.25,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,500.0,1500.0,0.5,0.87,34038,76,53,11,12,0.828,44.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,min,1.07,40067,76,51,11,14,0.823,48.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,min,1.07,40067,76,51,11,14,0.823,48.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1500.0,,,1.16,35444,76,46,10,20,0.821,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1500.0,,min,1.16,35444,76,46,10,20,0.821,38.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1500.0,,0.25,1.16,35444,76,46,10,20,0.821,38.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1500.0,,0.5,1.16,35444,76,46,10,20,0.821,38.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1000.0,1500.0,,1.15,36078,76,46,10,20,0.821,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1000.0,1500.0,min,1.15,36078,76,46,10,20,0.821,38.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1000.0,1500.0,0.25,1.15,36078,76,46,10,20,0.821,38.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,1000.0,1500.0,0.5,1.15,36078,76,46,10,20,0.821,38.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,0.25,1.07,40067,76,50,11,15,0.82,48.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,0.25,1.07,40067,76,50,11,15,0.82,48.5
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 3}",250,1000.0,,0.5,1.36,33957,76,49,11,16,0.817,37.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,,1500.0,,1.02,38494,76,53,12,11,0.815,49.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,,,,1.12,33314,76,48,11,17,0.814,38.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,,,min,1.12,33314,76,48,11,17,0.814,42.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,,,0.25,1.12,33314,76,48,11,17,0.814,42.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,,,0.5,1.12,33314,76,48,11,17,0.814,41.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,1000.0,1900.0,min,1.26,38971,76,48,11,17,0.814,37.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,1000.0,1900.0,0.25,1.26,38971,76,48,11,17,0.814,37.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,500.0,,,1.2,32893,76,48,11,17,0.814,38.5
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,500.0,,min,1.2,32893,76,48,11,17,0.814,37.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,500.0,,0.25,1.2,32893,76,48,11,17,0.814,37.0
"{""ASIA"": 0, ""LDN"": 1, ""NY"": 3}",250,500.0,,0.5,1.2,32893,76,48,11,17,0.814,37.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 3}",250,1000.0,,min,1.36,33957,76,48,11,17,0.814,36.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 3}",250,1000.0,,0.25,1.36,33957,76,48,11,17,0.814,36.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,,1500.0,min,1.02,38494,76,51,12,13,0.81,65.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,,1500.0,0.5,1.02,38494,76,51,12,13,0.81,57.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,1500.0,1900.0,,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,1500.0,1900.0,min,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,1500.0,1900.0,0.25,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,1500.0,1900.0,0.5,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,500.0,1500.0,,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,500.0,1500.0,min,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,500.0,1500.0,0.25,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,500.0,1500.0,0.5,0.82,30646,76,47,11,18,0.81,48.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,500.0,1900.0,,1.07,33624,76,47,11,18,0.81,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,500.0,1900.0,min,1.07,33624,76,47,11,18,0.81,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,500.0,1900.0,0.25,1.07,33624,76,47,11,18,0.81,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,500.0,1900.0,0.5,1.07,33624,76,47,11,18,0.81,40.0
"{""ASIA"": 0, ""LDN"": 9, ""NY"": 3}",250,1000.0,,,1.36,33957,76,59,14,3,0.808,41.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,,1.11,36983,76,54,13,9,0.806,36.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,min,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,0.25,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,0.5,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,,1.11,36983,76,54,13,9,0.806,36.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,min,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,0.25,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,500.0,1500.0,0.5,1.11,36983,76,54,13,9,0.806,34.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 0}",250,500.0,1900.0,,1.16,37178,76,54,13,9,0.806,39.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 0}",250,500.0,1900.0,0.5,1.16,37178,76,54,13,9,0.806,40.5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,,1500.0,0.25,1.02,38494,76,50,12,14,0.806,63.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1900.0,,0.79,30226,76,45,11,20,0.804,45.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1900.0,min,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1900.0,0.25,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1900.0,0.5,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1500.0,,0.79,30226,76,45,11,20,0.804,45.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1500.0,min,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1500.0,0.25,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,1500.0,0.5,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,,0.79,30226,76,45,11,20,0.804,45.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,min,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,0.25,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,0.5,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,750.0,1900.0,,0.79,30226,76,45,11,20,0.804,45.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,750.0,1900.0,min,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,750.0,1900.0,0.25,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,750.0,1900.0,0.5,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,,0.79,30226,76,45,11,20,0.804,45.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,min,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,0.25,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,1500.0,1500.0,0.5,0.79,30226,76,45,11,20,0.804,42.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,750.0,,0.5,1.06,39311,76,57,14,5,0.803,54.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",250,500.0,1900.0,,1.11,33786,76,53,13,10,0.803,51.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",250,500.0,1900.0,,1.11,33786,76,53,13,10,0.803,51.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 4}",375,750.0,1900.0,0.5,0.99,53360,76,56,14,6,0.8,68.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 0}",250,500.0,1500.0,,1.31,39416,76,48,12,16,0.8,37.5
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,,1900.0,,0.79,31874,76,55,14,7,0.797,35.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,,1900.0,min,0.79,31874,76,55,14,7,0.797,35.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,,1900.0,0.25,0.79,31874,76,55,14,7,0.797,35.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,,1900.0,0.5,0.79,31874,76,55,14,7,0.797,35.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",375,1500.0,1500.0,0.5,0.82,46327,76,55,14,7,0.797,37.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",375,500.0,1500.0,0.5,0.82,46327,76,55,14,7,0.797,37.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",375,1000.0,1900.0,0.5,0.82,46327,76,55,14,7,0.797,37.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",375,1500.0,,0.5,0.82,46327,76,55,14,7,0.797,37.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",375,500.0,1900.0,0.5,0.82,46327,76,55,14,7,0.797,37.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",250,500.0,1900.0,0.5,1.11,33786,76,51,13,12,0.797,49.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 5}",250,500.0,1900.0,0.5,1.11,33786,76,51,13,12,0.797,49.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,min,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,0.25,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,0.5,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,min,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,0.25,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,0.5,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,min,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,0.25,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,1000.0,1900.0,0.5,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,min,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,0.25,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,0.5,1.07,33156,76,47,12,17,0.797,40.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 5}",250,500.0,1900.0,,1.11,32870,76,47,12,17,0.797,39.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 5}",250,500.0,1900.0,min,1.11,32870,76,47,12,17,0.797,38.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 5}",250,500.0,1900.0,0.25,1.11,32870,76,47,12,17,0.797,38.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 5}",250,500.0,1900.0,0.5,1.11,32870,76,47,12,17,0.797,38.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 0}",250,500.0,1500.0,min,1.31,39416,76,47,12,17,0.797,39.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 0}",250,500.0,1500.0,0.25,1.31,39416,76,47,12,17,0.797,38.0
"{""ASIA"": 0, ""LDN"": 3, ""NY"": 0}",250,500.0,1500.0,0.5,1.31,39416,76,47,12,17,0.797,37.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,,,1.12,36548,76,54,14,8,0.794,36.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,,min,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,,0.25,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,,0.5,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,1500.0,,1.12,36548,76,54,14,8,0.794,36.5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,1500.0,min,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,1500.0,0.25,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,1500.0,1500.0,0.5,1.12,36548,76,54,14,8,0.794,34.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,750.0,,,1.06,39311,76,57,15,4,0.792,50.0
"{""ASIA"": 0, ""LDN"": null, ""NY"": 3}",250,,,0.5,1.11,36346,76,57,15,4,0.792,38.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,750.0,1500.0,,0.72,35826,76,53,14,9,0.791,50.0
