combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days,train_usd_per_day,held_usd_per_day,final_usd_per_day,search_cohorts,search_passed,search_failed,search_open,search_pass_rate,search_med_days,final_cohorts,final_passed,final_failed,final_open,final_pass_rate,final_med_days,LDN_params,LDN_train_Rday,LDN_train_n,LDN_held_Rday,LDN_held_n,LDN_final_Rday,LDN_final_n,NY_params,NY_train_Rday,NY_train_n,NY_held_Rday,NY_held_n,NY_final_Rday,NY_final_n,stress_usd_2016,stress_usd_2017,stress_usd_2018,stress_usd_2019,stress_usd_2020,stress_usd_2021,stress_usd_2022,stress_usd_2023,stress_cohorts,stress_passed,stress_failed,stress_open,stress_pass_rate,stress_med_days
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,,0.96,26548,76,60,6,10,0.909,82.0,75.4,12.7,-92.8,94,62,27,5,0.697,68.5,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1698,3321,3774,2370,-2444,5667,381,57,299,25,0.16,172.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,0.5,0.96,26548,76,45,6,25,0.882,82.0,75.4,12.7,-92.8,94,54,26,14,0.675,79.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1698,3321,3774,2370,-2444,5667,381,59,297,25,0.166,172.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,min,0.96,26548,76,44,6,26,0.88,82.0,75.4,12.7,-92.8,94,50,26,18,0.658,70.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1698,3321,3774,2370,-2444,5667,381,59,297,25,0.166,204.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,500.0,1900.0,0.25,0.96,26548,76,44,6,26,0.88,82.0,75.4,12.7,-92.8,94,51,26,17,0.662,78.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1698,3321,3774,2370,-2444,5667,381,59,297,25,0.166,204.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,,0.72,35397,76,62,9,5,0.873,55.0,100.6,-34.9,-24.1,94,51,38,5,0.573,46.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,47,323,11,0.127,143.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,min,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,0.25,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,,0.5,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,,0.72,35397,76,62,9,5,0.873,55.0,100.6,-34.9,-24.1,94,51,38,5,0.573,46.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,47,323,11,0.127,143.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,min,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,0.25,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,750.0,1500.0,0.5,0.72,35397,76,62,9,5,0.873,54.0,100.6,-34.9,-24.1,94,51,38,5,0.573,41.0,12,0,7,5,0.0,,,,,,,,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,1154,1604,259,-241,3787,-1311,381,52,318,11,0.141,181.0
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,,0.97,24626,76,46,7,23,0.868,62.5,70.0,0.5,-63.1,94,58,22,14,0.725,62.0,12,0,7,5,0.0,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 14.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 16.75, ""leg_gap"": 6.0, ""leg_sl"": 18.0, ""leg_tp"": 24.0, ""min_fv"": 50.0, ""min_bos"": 2.0, ""disp_pts"": 10.0, ""stack_gap"": 6.0}",0.019,108.0,-0.037,26.0,-0.074,39.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1676,3073,-1561,862,-2445,4420,381,50,313,18,0.138,127.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,min,0.97,24626,76,46,7,23,0.868,62.5,70.0,0.5,-63.1,94,59,22,13,0.728,65.0,12,0,7,5,0.0,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 14.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 16.75, ""leg_gap"": 6.0, ""leg_sl"": 18.0, ""leg_tp"": 24.0, ""min_fv"": 50.0, ""min_bos"": 2.0, ""disp_pts"": 10.0, ""stack_gap"": 6.0}",0.019,108.0,-0.037,26.0,-0.074,39.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1676,3073,-1561,862,-2445,4420,381,52,311,18,0.143,134.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,0.25,0.97,24626,76,46,7,23,0.868,62.5,70.0,0.5,-63.1,94,59,22,13,0.728,65.0,12,0,7,5,0.0,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 14.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 16.75, ""leg_gap"": 6.0, ""leg_sl"": 18.0, ""leg_tp"": 24.0, ""min_fv"": 50.0, ""min_bos"": 2.0, ""disp_pts"": 10.0, ""stack_gap"": 6.0}",0.019,108.0,-0.037,26.0,-0.074,39.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1676,3073,-1561,862,-2445,4420,381,52,311,18,0.143,134.5
"{""ASIA"": null, ""LDN"": 9, ""NY"": 7}",250,1000.0,,0.5,0.97,24626,76,46,7,23,0.868,62.5,70.0,0.5,-63.1,94,59,22,13,0.728,65.0,12,0,7,5,0.0,,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""std"", ""wait_open"": false, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 14.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 16.75, ""leg_gap"": 6.0, ""leg_sl"": 18.0, ""leg_tp"": 24.0, ""min_fv"": 50.0, ""min_bos"": 2.0, ""disp_pts"": 10.0, ""stack_gap"": 6.0}",0.019,108.0,-0.037,26.0,-0.074,39.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1676,3073,-1561,862,-2445,4420,381,52,311,18,0.143,134.5
"{""ASIA"": null, ""LDN"": 7, ""NY"": 7}",250,750.0,1500.0,,1.0,26948,76,58,9,9,0.866,71.0,76.6,-3.0,-117.9,94,53,37,4,0.589,66.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 20.0, ""big_sl"": 40.0, ""big_tp"": 115.0, ""std_sl"": 15.0, ""std_tp"": 50.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 115.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.283,232,0.045,55,-0.198,29,136,-4968,-1698,3321,3774,4898,-2984,5667,381,60,296,25,0.169,163.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,,1.07,40067,76,59,11,6,0.843,48.0,113.8,-36.4,-110.0,94,65,26,3,0.714,63.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,884,1604,5504,1099,1642,-316,381,67,299,15,0.183,126.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,,1.07,40067,76,59,11,6,0.843,48.0,113.8,-36.4,-110.0,94,65,26,3,0.714,63.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,884,1604,5504,1099,1642,-316,381,67,299,15,0.183,126.0
"{""ASIA"": null, ""LDN"": 7, ""NY"": 4}",250,,1500.0,0.5,1.07,40067,76,58,11,7,0.841,51.0,113.8,-36.4,-110.0,94,65,26,3,0.714,59.0,12,0,10,2,0.0,,"{""offset"": 30, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 0, ""big_thr"": 10.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 12.0, ""std_tp"": 20.0, ""leg_gap"": 10.0, ""leg_sl"": 18.0, ""leg_tp"": 56.0, ""min_fv"": 24.0, ""min_bos"": 8.0, ""disp_pts"": 8.0, ""stack_gap"": 8.0}",0.055,124.0,-0.018,18.0,-0.358,43.0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 130.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 15.0, ""stack_gap"": 15.0}",0.419,253,-0.135,59,-0.107,50,-1601,-1621,884,1604,5504,1099,1642,-316,381,71,296,14,0.193,143.0
