track,inst,tag,sel_folds,robust_max,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,long_train0_days,long_train0_n,long_train0_Rday,long_train0_t,long_train0_maxDD,long_held0_days,long_held0_n,long_held0_Rday,long_held0_t,long_held0_maxDD,long_train1_days,long_train1_n,long_train1_Rday,long_train1_t,long_train1_maxDD,long_held1_days,long_held1_n,long_held1_Rday,long_held1_t,long_held1_maxDD,long_train2_days,long_train2_n,long_train2_Rday,long_train2_t,long_train2_maxDD,long_held2_days,long_held2_n,long_held2_Rday,long_held2_t,long_held2_maxDD,long_train3_days,long_train3_n,long_train3_Rday,long_train3_t,long_train3_maxDD,long_held3_days,long_held3_n,long_held3_Rday,long_held3_t,long_held3_maxDD,long_win_days,long_win_n,long_win_Rday,long_win_t,long_win_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026,long_held0_pre_Rday,long_held0_post_Rday,long_held1_pre_Rday,long_held1_post_Rday,long_held2_pre_Rday,long_held2_post_Rday,long_held3_pre_Rday,long_held3_post_Rday,A0,A1,A2,A3,A_held,A_4folds,B_stress,C_final,ALL,AC
long,NQ,L0,"0,1,3",2.203,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 0, ""partial"": 3.0, ""trail"": 3.0}",352,159,0.2619,3.582,-8.29,91,36,0.102,0.801,-7.76,443,195,0.229,3.59,-10.36,53,25,-0.1768,-1.321,-11.07,1820,666,0.0562,2.19,-23.72,1918,738,0.0947,3.578,-25.82,521,198,0.0277,0.575,-15.13,1925,722,0.0878,3.367,-20.74,514,214,0.0526,1.031,-30.58,1920,754,0.0741,2.814,-33.2,519,182,0.1036,2.107,-12.36,1898,732,0.0829,3.157,-19.29,541,204,0.0715,1.438,-22.86,2439,936,0.0804,3.461,-28.41,0.0562,0.1516,5.4,-2.7,23.6,50.8,21.2,6.7,-6.2,3.4,27.6,39.7,17.2,0.0051,0.0977,-0.0056,0.2227,0.1296,0.03,0.0028,0.2665,False,False,True,True,False,2,True,False,False,False
long,NQ,L1,0,2.192,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 180, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 2.0}",352,159,0.2301,3.318,-9.95,91,36,0.0071,0.064,-6.67,443,195,0.1843,3.08,-9.25,53,25,-0.1501,-1.211,-6.92,1820,668,0.0712,2.937,-26.7,1918,740,0.0948,3.799,-26.52,521,198,0.0515,1.123,-11.56,1925,724,0.0927,3.73,-25.94,514,214,0.0588,1.261,-25.51,1920,756,0.0872,3.504,-29.98,519,182,0.0795,1.712,-16.34,1898,732,0.0763,3.125,-23.9,541,206,0.1183,2.386,-16.48,2439,938,0.0856,3.9,-26.7,0.0712,0.128,4.3,5.2,22.2,69.1,22.9,3.0,-5.5,8.4,26.4,34.3,10.5,0.0479,0.0626,0.0087,0.205,0.1251,-0.0501,0.0532,0.3027,True,True,False,True,True,3,True,False,False,False
long,NQ,L2,0,2.079,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 0.5, ""partial"": 0, ""trail"": 2.0}",352,152,0.1777,2.753,-5.98,91,30,-0.0807,-1.018,-11.2,443,182,0.1246,2.306,-8.24,53,23,0.0011,0.01,-5.32,1820,632,0.0453,2.419,-16.22,1918,700,0.0639,3.219,-14.49,521,185,0.0086,0.246,-18.22,1925,688,0.0522,2.639,-12.93,514,197,0.0518,1.452,-12.61,1920,712,0.0538,2.721,-18.67,519,173,0.0458,1.282,-7.07,1898,690,0.0492,2.522,-16.83,541,195,0.0623,1.656,-8.69,2439,885,0.0521,3.008,-16.22,0.0453,0.0721,8.4,2.2,-2.0,34.2,-0.3,28.3,0.0,11.7,0.5,27.4,16.8,0.0378,-0.082,0.0369,0.0954,0.0726,-0.0305,0.0125,0.2034,False,True,False,True,False,2,True,True,False,False
long,NQ,L3,"0,1,2",2.456,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",352,194,0.2386,3.311,-9.87,91,45,0.0895,0.7,-8.83,443,239,0.2079,3.298,-12.99,53,25,-0.2145,-1.642,-10.33,1820,871,0.0746,3.148,-18.11,1918,943,0.0864,3.47,-26.45,521,249,0.1121,2.416,-10.58,1925,927,0.1052,4.253,-15.53,514,265,0.042,0.884,-36.34,1920,948,0.111,4.447,-22.53,519,244,0.021,0.458,-18.8,1898,934,0.083,3.357,-19.15,541,258,0.1228,2.587,-11.99,2439,1192,0.0919,4.186,-21.24,0.0746,0.1426,6.6,12.5,30.4,9.2,25.6,12.0,22.8,16.7,24.7,52.7,-0.5,0.0927,0.1721,-0.0051,0.1796,0.0659,-0.1068,0.0497,0.3303,True,False,False,True,False,2,True,False,False,False
long,NQ,L4,0,2.115,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",352,159,0.2208,3.329,-9.66,91,36,-0.029,-0.301,-6.38,443,195,0.1695,3.0,-10.7,53,25,-0.2142,-1.753,-10.32,1820,668,0.0637,2.83,-28.92,1918,740,0.0758,3.245,-37.43,521,198,0.0606,1.422,-21.46,1925,724,0.079,3.444,-28.21,514,214,0.0486,1.063,-32.91,1920,756,0.0741,3.165,-47.58,519,182,0.0668,1.585,-12.36,1898,732,0.0732,3.162,-31.69,541,206,0.0705,1.594,-15.5,2439,938,0.0726,3.539,-38.25,0.0637,0.0988,12.3,6.0,33.4,42.4,25.3,4.2,-15.2,7.4,7.8,37.3,4.7,0.0701,0.0313,0.0147,0.1477,0.0879,0.0069,0.0322,0.1792,True,True,True,True,True,4,True,False,False,False
long,NQ,L5,"0,1,2",2.337,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 180, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 100, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 1.5}",352,194,0.1938,3.226,-11.17,91,45,-0.0102,-0.108,-6.66,443,239,0.1519,2.94,-10.14,53,25,-0.106,-0.903,-5.86,1820,871,0.065,3.038,-18.37,1918,943,0.0672,3.105,-27.82,521,249,0.1025,2.431,-7.9,1925,927,0.0849,3.893,-18.15,514,265,0.037,0.9,-31.15,1920,948,0.0831,3.8,-25.45,519,244,0.044,1.083,-9.68,1898,934,0.0729,3.334,-17.94,541,258,0.0813,1.997,-15.63,2439,1192,0.0748,3.881,-23.04,0.065,0.1035,14.9,7.5,42.8,13.0,8.1,16.1,19.9,-3.9,20.1,38.5,-0.1,0.1147,0.0649,-0.003,0.154,0.0735,-0.0398,0.025,0.2409,True,False,False,True,False,2,True,False,False,False
long,NQ,L6,"0,2",2.208,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 1.0, ""partial"": 0, ""trail"": 1.5}",352,169,0.2308,3.8,-6.38,91,39,-0.1043,-1.377,-10.85,443,208,0.1619,3.168,-9.49,53,32,-0.1307,-1.124,-7.53,1820,785,0.0432,2.351,-28.98,1918,845,0.067,3.377,-23.45,521,237,0.0209,0.589,-13.63,1925,859,0.0622,3.132,-30.93,514,223,0.0383,1.083,-31.05,1920,864,0.0711,3.634,-22.87,519,218,0.0056,0.149,-14.6,1898,830,0.0466,2.409,-29.71,541,252,0.0944,2.42,-10.53,2439,1082,0.0572,3.294,-28.98,0.0432,0.0984,9.8,2.9,20.2,19.7,16.3,8.6,-10.6,11.7,18.6,25.3,10.1,0.0496,-0.068,-0.0166,0.1988,0.0274,-0.0565,0.0369,0.2575,False,False,False,True,False,1,True,False,False,False
long,NQ,L7,"0,3",1.9,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",352,215,0.3388,3.473,-9.59,91,48,0.0119,0.076,-7.75,443,263,0.2716,3.227,-10.69,53,38,-0.2981,-1.955,-14.77,1820,999,0.0952,2.454,-47.83,1918,1090,0.1267,3.286,-40.64,521,286,0.0439,0.624,-29.79,1925,1083,0.0933,2.489,-66.7,514,293,0.1678,2.153,-18.41,1920,1087,0.1123,2.924,-42.83,519,289,0.0968,1.354,-22.89,1898,1062,0.1339,3.422,-39.98,541,314,0.0216,0.325,-35.92,2439,1376,0.109,3.221,-56.89,0.0952,0.1498,5.4,25.7,12.8,78.3,40.1,13.2,-11.2,9.0,9.2,56.4,11.3,0.0753,-0.0537,0.0683,0.4589,0.1109,0.0568,-0.0285,0.1639,False,True,True,False,False,2,True,False,False,False
long,NQ,L8,"0,2",2.14,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",352,132,0.1396,2.565,-6.18,91,30,-0.0153,-0.186,-5.12,443,162,0.1078,2.317,-6.84,53,18,-0.2624,-3.979,-13.86,1820,543,0.0585,3.253,-20.53,1918,605,0.0632,3.391,-18.96,521,161,0.0665,1.848,-9.54,1925,599,0.0489,2.7,-18.41,514,167,0.1201,3.039,-13.75,1920,621,0.0708,3.705,-23.38,519,145,0.0383,1.183,-12.1,1898,597,0.0774,4.06,-16.19,541,169,0.0165,0.5,-31.52,2439,766,0.0639,3.861,-20.53,0.0585,0.0797,14.8,8.4,23.0,25.7,16.9,21.4,-2.5,-1.2,12.5,22.3,0.6,0.0856,0.0073,0.0941,0.1961,0.0564,-0.0132,-0.0319,0.1537,True,True,False,False,False,2,True,False,False,False
long,NQ,L9,0,1.871,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5}",352,159,0.1937,3.246,-8.38,91,36,-0.0488,-0.546,-5.99,443,195,0.1439,2.818,-9.11,53,25,-0.0864,-0.64,-6.46,1820,666,0.0697,3.079,-24.73,1918,738,0.0862,3.797,-21.94,521,198,0.0517,1.216,-10.63,1925,722,0.0834,3.702,-21.25,514,214,0.0618,1.411,-21.97,1920,754,0.0828,3.604,-26.59,519,182,0.0643,1.585,-9.57,1898,732,0.0799,3.496,-24.12,541,204,0.0753,1.808,-16.4,2439,936,0.0789,3.936,-24.73,0.0697,0.1059,4.2,-2.3,19.7,67.9,16.5,21.6,-7.7,6.9,22.0,34.6,4.4,0.0604,0.0249,0.0247,0.1703,0.083,0.0111,0.019,0.2351,True,True,True,True,True,4,True,False,False,False
long,NQ,L10,0,1.858,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 0}",352,136,0.1519,2.288,-9.85,91,30,-0.0542,-0.596,-7.84,443,166,0.1096,1.953,-10.98,53,18,-0.1177,-0.935,-6.25,1820,558,0.0957,3.521,-22.04,1918,622,0.0968,3.543,-20.83,521,166,0.1029,1.89,-10.24,1925,614,0.0835,3.162,-22.15,514,174,0.1527,2.529,-12.82,1920,639,0.1082,3.773,-19.03,519,149,0.0606,1.385,-14.75,1898,618,0.1167,4.139,-13.99,541,170,0.0328,0.678,-31.97,2439,788,0.0981,4.015,-22.04,0.0957,0.105,-4.6,28.4,31.1,65.1,26.2,15.8,1.1,11.2,33.6,3.8,21.4,0.1396,-0.0111,0.1224,0.2415,0.0749,0.02,-0.0221,0.1884,False,True,True,False,False,2,True,False,False,False
long,NQ,L11,"0,1,3",1.991,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 0, ""trail"": 2.0}",352,130,0.1592,3.363,-8.25,91,31,-0.0557,-0.752,-6.32,443,161,0.115,2.82,-11.34,53,22,-0.2162,-2.662,-10.44,1820,544,0.0451,2.633,-16.6,1918,596,0.0557,3.227,-19.23,521,168,0.0687,1.994,-9.41,1925,594,0.0653,3.738,-16.7,514,170,0.0328,0.997,-25.32,1920,624,0.0646,3.643,-26.28,519,140,0.0358,1.155,-13.66,1898,591,0.0559,3.226,-13.06,541,173,0.0673,1.991,-13.02,2439,764,0.0585,3.787,-18.26,0.0451,0.0977,6.7,-0.7,18.5,48.7,16.7,-1.5,-0.8,-5.5,27.6,23.3,-1.9,0.0764,0.0448,-0.0216,0.1916,0.0662,-0.0507,0.0179,0.2074,True,False,False,True,False,2,True,False,False,False
long,NQ,L12,"0,2",2.321,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0}",352,194,0.2005,2.447,-14.73,91,45,0.0685,0.465,-6.97,443,239,0.1734,2.413,-14.58,53,25,-0.1677,-1.438,-7.86,1820,869,0.092,3.01,-28.27,1918,941,0.0954,3.133,-25.07,521,249,0.1112,1.871,-15.38,1925,925,0.1039,3.411,-30.5,514,265,0.0795,1.34,-30.7,1920,946,0.1036,3.411,-22.32,519,244,0.0811,1.349,-19.54,1898,934,0.0989,3.174,-22.77,541,256,0.0984,1.801,-14.11,2439,1190,0.0988,3.644,-28.27,0.092,0.1189,-3.9,-2.4,37.7,64.0,12.8,14.5,31.6,13.0,31.4,31.3,2.0,0.1154,0.0981,0.025,0.2391,0.1228,-0.0376,0.0654,0.1917,True,True,False,True,False,3,True,False,False,False
long,NQ,L13,0,1.85,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.5}",352,140,0.1312,2.466,-5.08,91,30,-0.0503,-0.724,-4.84,443,170,0.0939,2.098,-7.01,53,19,-0.2941,-4.163,-15.04,1820,551,0.0347,2.456,-25.24,1918,619,0.0463,2.864,-27.89,521,166,0.0393,1.34,-9.64,1925,609,0.0385,2.513,-16.06,514,176,0.0684,1.952,-17.82,1920,637,0.0501,3.033,-31.87,519,148,0.0252,0.953,-10.81,1898,615,0.0476,2.96,-20.22,541,170,0.0352,1.168,-26.21,2439,785,0.0448,3.161,-26.1,0.0347,0.0745,11.2,9.0,11.6,32.8,13.8,6.2,-11.1,-10.3,15.9,28.1,-13.5,0.0422,0.0304,0.0291,0.1831,0.0488,-0.0417,-0.0132,0.1725,True,True,False,False,True,2,True,False,False,False
long,NQ,L14,"0,1,3",2.009,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",352,159,0.2591,2.589,-15.97,91,36,0.1319,0.583,-8.33,443,195,0.233,2.528,-19.08,53,25,-0.3617,-2.683,-18.14,1820,668,0.1181,3.011,-33.95,1918,740,0.1292,3.281,-31.06,521,198,0.1619,2.035,-18.56,1925,724,0.1346,3.445,-25.21,514,214,0.1422,1.739,-23.93,1920,756,0.1529,3.77,-37.23,519,182,0.0742,1.047,-24.8,1898,732,0.1414,3.469,-32.84,541,206,0.1179,1.681,-14.49,2439,938,0.1362,3.855,-33.95,0.1181,0.1892,21.5,4.9,65.4,40.9,47.2,31.5,-15.2,18.7,50.1,31.7,16.2,0.1391,0.2327,0.122,0.2015,0.0573,0.1223,0.0718,0.2488,True,True,True,True,True,4,True,False,False,False
long,NQ,L15,"1,3",2.299,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5}",352,159,0.1978,3.65,-5.59,91,36,-0.0333,-0.384,-5.35,443,195,0.1503,3.212,-7.33,53,25,-0.1839,-1.88,-8.73,1820,668,0.0398,2.124,-25.24,1918,740,0.0573,2.968,-27.2,521,198,0.0686,1.832,-10.04,1925,724,0.0707,3.637,-23.18,514,214,0.0185,0.508,-21.53,1920,756,0.0689,3.475,-21.96,519,182,0.0257,0.769,-13.85,1898,732,0.0534,2.785,-17.25,541,206,0.0818,2.144,-17.47,2439,938,0.0597,3.48,-25.24,0.0398,0.1183,-3.7,-3.4,11.0,45.3,15.2,6.1,-0.7,2.6,25.8,38.7,-1.0,0.0698,0.0648,-0.0265,0.15,0.0359,-0.003,0.0092,0.2877,True,False,False,True,False,2,True,False,False,False
long,NQ,L16,"1,3",1.969,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 240, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",352,210,0.2333,3.227,-12.48,91,53,0.0034,0.027,-8.4,443,263,0.1861,2.954,-14.53,53,35,-0.0663,-0.404,-10.35,1820,962,0.0441,1.811,-30.83,1918,1045,0.0665,2.618,-25.2,521,281,0.0895,1.847,-12.74,1925,1036,0.0744,2.938,-27.56,514,290,0.06,1.228,-24.72,1920,1042,0.0802,3.154,-26.1,519,284,0.0389,0.806,-9.29,1898,1045,0.0744,2.9,-22.75,541,281,0.061,1.302,-16.33,2439,1326,0.0714,3.174,-30.83,0.0441,0.1515,1.4,-10.2,7.5,19.3,19.5,16.8,3.3,22.8,32.9,49.9,7.5,0.1074,0.0339,-0.0059,0.2529,0.044,0.0242,-0.0101,0.2626,True,False,True,False,False,2,True,False,False,False
long,NQ,L17,1,1.912,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 3.0}",352,175,0.2174,3.09,-13.39,91,42,0.0674,0.541,-6.71,443,217,0.1865,3.032,-13.96,53,35,0.0042,0.025,-9.32,1820,743,0.0301,1.466,-23.08,1918,818,0.0531,2.361,-18.5,521,222,0.0699,1.637,-10.98,1925,815,0.0707,3.115,-19.09,514,225,0.0042,0.103,-33.2,1920,827,0.0734,3.225,-16.81,519,213,-0.0052,-0.127,-14.05,1898,817,0.0467,2.076,-18.82,541,223,0.0917,2.152,-11.23,2439,1040,0.0567,2.848,-23.08,0.0301,0.1347,3.5,-11.7,8.4,6.5,29.7,1.4,4.1,12.8,19.8,61.7,2.0,0.0802,0.0379,-0.064,0.2037,0.0169,-0.068,0.024,0.2836,True,False,False,True,False,2,True,True,False,False
