inst,params,fit0,nb0,robust0,fit1,nb1,robust1,fit2,nb2,robust2,fit3,nb3,robust3
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 2.0}",1.81,1.198,1.198,1.839,1.243,1.243,2.621,1.976,1.976,1.602,1.102,1.102
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 2.0}",2.003,1.64,1.64,1.643,1.467,1.467,2.561,2.057,2.057,1.105,1.061,1.061
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",2.193,1.897,1.897,1.194,1.111,1.111,2.341,2.14,2.14,1.398,1.231,1.231
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",1.402,0.931,0.931,1.739,1.136,1.136,1.773,1.163,1.163,1.955,1.327,1.327
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 1.5}",1.218,0.828,0.828,1.467,0.968,0.968,1.305,0.957,0.957,1.696,1.07,1.07
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 0, ""partial"": 2.0, ""trail"": 2.0}",1.063,0.917,0.917,1.862,1.45,1.45,1.592,1.348,1.348,1.707,1.309,1.309
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",1.246,0.808,0.808,2.125,1.392,1.392,2.206,1.472,1.472,1.426,0.894,0.894
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.5}",2.073,1.716,1.716,1.582,1.208,1.208,1.776,1.48,1.48,1.245,0.899,0.899
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 1.5}",1.651,1.286,1.286,0.982,0.807,0.807,2.269,1.82,1.82,-99.0,-0.492,-99.0
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",1.968,1.287,1.287,1.139,0.8,0.8,2.495,1.61,1.61,1.032,0.602,0.602
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 0, ""partial"": 1.0, ""trail"": 2.0}",1.918,1.462,1.462,1.667,1.268,1.268,2.156,1.617,1.617,1.32,0.999,0.999
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 2.0}",0.955,0.585,0.585,0.712,0.264,0.264,1.479,1.071,1.071,1.698,1.189,1.189
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 3.0}",1.668,1.234,1.234,-99.0,-0.752,-99.0,0.799,0.525,0.525,0.973,0.684,0.684
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 3.0, ""trail"": 1.5}",2.09,1.636,1.636,1.122,1.025,1.025,2.616,2.066,2.066,0.596,0.538,0.538
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 180, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 2.0}",0.771,0.196,0.196,1.959,1.048,1.048,1.288,0.63,0.63,0.944,0.471,0.471
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 3.0}",1.379,1.111,1.111,1.878,1.453,1.453,1.94,1.58,1.58,1.712,1.27,1.27
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",1.912,1.34,1.34,0.973,0.756,0.756,2.422,1.644,1.644,1.48,1.018,1.018
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 3.0}",2.022,1.729,1.729,2.065,1.679,1.679,2.618,2.17,2.17,1.152,0.94,0.94
NQ,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 2.0}",1.839,1.323,1.323,1.465,0.992,0.992,2.32,1.728,1.728,0.876,0.55,0.55
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",1.686,1.192,1.192,-99.0,-0.851,-99.0,1.453,0.962,0.962,1.436,0.922,0.922
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 2.0}",1.013,0.464,0.464,1.682,0.916,0.916,1.096,0.557,0.557,1.183,0.618,0.618
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",1.297,0.69,0.69,1.393,0.609,0.609,0.489,0.049,0.049,1.553,0.604,0.604
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",1.358,1.134,1.134,1.816,1.499,1.499,1.483,1.258,1.258,1.445,1.144,1.144
NDX100,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",0.982,0.589,0.589,-99.0,-0.804,-99.0,1.342,0.942,0.942,1.458,0.95,0.95
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",1.651,0.708,0.708,-99.0,-0.735,-99.0,1.563,0.679,0.679,1.094,0.429,0.429
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 0, ""partial"": 1.5, ""trail"": 1.5}",1.504,0.825,0.825,1.599,0.872,0.872,1.431,0.659,0.659,0.88,0.348,0.348
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",1.875,1.612,1.612,0.708,0.699,0.699,1.05,1.057,1.05,1.132,0.894,0.894
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",1.684,1.124,1.124,1.197,0.728,0.728,1.037,0.498,0.498,0.97,0.553,0.553
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",0.533,0.392,0.392,2.0,1.276,1.276,1.48,0.883,0.883,1.429,0.91,0.91
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 1.0, ""trail"": 2.0}",1.845,0.775,0.775,0.642,-0.163,-0.163,1.285,0.404,0.404,1.08,0.285,0.285
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 0, ""partial"": 2.0, ""trail"": 2.0}",0.883,0.703,0.703,1.576,1.279,1.279,-99.0,-0.489,-99.0,1.215,0.953,0.953
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 1.0}",0.772,0.589,0.589,0.694,0.221,0.221,1.415,1.013,1.013,1.566,1.409,1.409
NDX100,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 1.5}",0.964,0.838,0.838,1.044,0.933,0.933,1.338,1.171,1.171,1.528,1.376,1.376
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 0, ""partial"": 1.5, ""trail"": 1.5}",1.893,1.2,1.2,1.323,0.615,0.615,1.816,1.197,1.197,0.721,0.208,0.208
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 1.5}",1.563,1.268,1.268,0.578,0.328,0.328,2.029,1.68,1.68,0.784,0.468,0.468
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",0.637,0.323,0.323,1.723,1.333,1.333,1.34,1.012,1.012,1.172,0.844,0.844
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 3.0}",0.716,0.256,0.256,0.433,0.126,0.126,1.265,0.682,0.682,1.903,0.983,0.983
