inst,params,fit0,nb0,robust0,fit1,nb1,robust1,fit2,nb2,robust2,fit3,nb3,robust3
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 1.0, ""trail"": 1.5}",0.105,-0.283,-0.283,0.83,0.455,0.455,0.689,0.481,0.481,0.402,-0.003,-0.003
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0}",0.812,0.101,0.101,-99.0,-0.915,-99.0,-99.0,-0.4,-99.0,0.099,-0.508,-0.508
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",0.377,-0.027,-0.027,0.294,-0.349,-0.349,1.085,0.406,0.406,0.036,-0.623,-0.623
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 0}",1.155,0.851,0.851,-99.0,-0.901,-99.0,0.961,0.539,0.539,0.306,-0.227,-0.227
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",0.78,0.556,0.556,-99.0,-0.913,-99.0,0.751,0.49,0.49,-99.0,-0.803,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 3.0, ""trail"": 2.0}",0.798,0.334,0.334,0.489,-0.055,-0.055,0.81,0.16,0.16,0.774,0.133,0.133
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 1.5, ""trail"": 1.5}",0.424,-0.215,-0.215,-99.0,-1.0,-99.0,0.874,0.017,0.017,0.322,-0.354,-0.354
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 0}",0.769,0.384,0.384,-99.0,-0.909,-99.0,0.748,0.419,0.419,-99.0,-0.812,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",1.39,0.714,0.714,-99.0,-1.0,-99.0,1.194,0.596,0.596,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",0.5,-0.141,-0.141,-99.0,-1.0,-99.0,0.442,-0.034,-0.034,0.76,0.032,0.032
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 3.0}",0.841,0.306,0.306,0.374,0.099,0.099,0.666,0.364,0.364,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 1.0, ""trail"": 1.5}",0.97,0.693,0.693,-99.0,-1.0,-99.0,1.079,0.807,0.807,0.767,0.367,0.367
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 1.5}",0.79,0.324,0.324,0.398,-0.128,-0.128,0.818,0.248,0.248,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 0, ""partial"": 3.0, ""trail"": 1.5}",-99.0,-0.767,-99.0,-99.0,-0.76,-99.0,0.297,0.154,0.154,0.338,-0.01,-0.01
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 0}",0.746,0.22,0.22,0.243,-0.219,-0.219,0.779,0.265,0.265,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 0, ""trail"": 0}",0.571,0.475,0.475,0.445,0.236,0.236,0.682,0.607,0.607,0.305,-0.039,-0.039
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",-99.0,-0.814,-99.0,0.804,0.261,0.261,1.662,0.889,0.889,0.031,-0.57,-0.57
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",0.921,0.663,0.663,0.525,0.267,0.267,1.339,1.054,1.054,0.076,-0.3,-0.3
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 25, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 3.0}",0.845,0.514,0.514,-99.0,-1.0,-99.0,0.699,0.434,0.434,-99.0,-0.896,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 1.0, ""partial"": 0, ""trail"": 1.5}",0.995,0.591,0.591,-99.0,-0.775,-99.0,1.071,0.74,0.74,0.754,0.253,0.253
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 3.0}",0.457,0.369,0.369,0.88,0.767,0.767,0.043,-0.112,-0.112,0.133,-0.351,-0.351
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 0, ""partial"": 1.5, ""trail"": 2.0}",0.597,-0.351,-0.351,0.879,-0.077,-0.077,0.619,-0.134,-0.134,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 1.5, ""trail"": 3.0}",0.408,-0.199,-0.199,-99.0,-1.0,-99.0,0.928,-0.016,-0.016,0.699,-0.188,-0.188
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 1.5, ""trail"": 2.0}",-99.0,-0.814,-99.0,0.796,0.433,0.433,0.282,-0.034,-0.034,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 3.0}",0.41,0.112,0.112,-99.0,-1.0,-99.0,1.072,0.708,0.708,-99.0,-0.728,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.0}",0.871,0.269,0.269,-99.0,-0.891,-99.0,0.914,0.283,0.283,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",0.71,0.122,0.122,0.757,0.024,0.024,0.902,0.378,0.378,-99.0,-0.596,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 1.5, ""trail"": 2.0}",-99.0,-0.725,-99.0,0.494,-0.001,-0.001,0.303,-0.14,-0.14,-99.0,-0.899,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 0, ""partial"": 1.0, ""trail"": 3.0}",0.55,-0.096,-0.096,-99.0,-0.874,-99.0,0.963,0.297,0.297,-99.0,-0.792,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 0, ""trail"": 1.0}",0.897,0.617,0.617,0.435,0.126,0.126,1.094,0.744,0.744,0.075,-0.426,-0.426
SPX500,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.5}",0.119,-0.156,-0.156,-99.0,-1.0,-99.0,0.641,0.32,0.32,0.465,0.07,0.07
SPX500,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",0.718,0.511,0.511,-99.0,-1.0,-99.0,0.739,0.718,0.718,0.411,0.105,0.105
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 1.0}",0.095,-0.285,-0.285,-99.0,-0.914,-99.0,0.981,0.428,0.428,-99.0,-0.6,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 2.0}",-99.0,-0.616,-99.0,0.584,0.428,0.428,-99.0,-0.781,-99.0,-99.0,-1.0,-99.0
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 0}",0.88,0.286,0.286,0.613,-0.066,-0.066,1.198,0.601,0.601,0.147,-0.278,-0.278
SPX500,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 0}",0.275,-0.294,-0.294,-99.0,-0.695,-99.0,0.811,0.375,0.375,0.53,-0.049,-0.049
