track,inst,tag,sel_folds,robust_max,params,short_train0_days,short_train0_n,short_train0_Rday,short_train0_t,short_train0_maxDD,short_held0_days,short_held0_n,short_held0_Rday,short_held0_t,short_held0_maxDD,short_win_days,short_win_n,short_win_Rday,short_win_t,short_win_maxDD,final_days,final_n,final_Rday,final_t,final_maxDD,stress_days,stress_n,stress_Rday,stress_t,stress_maxDD,short_train1_days,short_train1_n,short_train1_Rday,short_train1_t,short_train1_maxDD,short_held1_days,short_held1_n,short_held1_Rday,short_held1_t,short_held1_maxDD,short_train2_days,short_train2_n,short_train2_Rday,short_train2_t,short_train2_maxDD,short_held2_days,short_held2_n,short_held2_Rday,short_held2_t,short_held2_maxDD,short_train3_days,short_train3_n,short_train3_Rday,short_train3_t,short_train3_maxDD,short_held3_days,short_held3_n,short_held3_Rday,short_held3_t,short_held3_maxDD,pre2024_Rday,since2024_Rday,R_2016,R_2017,R_2018,R_2019,R_2020,R_2021,R_2022,R_2023,R_2024,R_2025,R_2026,short_held0_pre_Rday,short_held0_post_Rday,short_held1_pre_Rday,short_held1_post_Rday,short_held2_pre_Rday,short_held2_post_Rday,short_held3_pre_Rday,short_held3_post_Rday,A0,A1,A2,A3,A_held,A_4folds,B_stress,C_final,ALL,AC
short,NQ,S4,"0,2",3.496,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",352,159,0.2015,3.619,-9.17,91,36,-0.0109,-0.117,-6.67,443,195,0.1579,3.263,-10.39,53,25,-0.1838,-1.585,-9.07,1820,666,0.0278,1.659,-27.77,348,154,0.1251,2.311,-8.17,95,41,0.2779,2.605,-4.03,344,161,0.1969,3.444,-8.32,99,34,0.0225,0.265,-5.43,343,144,0.1059,2.014,-8.89,100,51,0.3362,2.949,-4.14,0.0278,0.1078,10.8,12.2,19.5,11.6,8.0,-6.5,-5.5,0.6,15.4,33.8,7.8,,-0.0109,,0.2779,,0.0225,,0.3362,False,True,False,True,False,2,True,False,False,False
short,NQ,S5,0,3.466,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 240, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",352,280,0.2824,3.625,-9.37,91,68,-0.0411,-0.296,-14.24,443,348,0.216,3.156,-11.2,53,51,-0.0838,-0.4,-11.07,1820,1385,0.0295,1.119,-45.57,348,278,0.1822,2.352,-13.54,95,70,0.3397,2.337,-7.7,344,274,0.2416,3.071,-10.99,99,74,0.1269,0.922,-6.04,343,264,0.1617,2.126,-11.65,100,84,0.4022,2.628,-6.04,0.0295,0.0997,15.7,0.9,7.2,-0.5,36.6,5.4,-14.7,3.0,-4.8,53.3,8.8,,-0.0411,,0.3397,,0.1269,,0.4022,False,True,True,True,False,3,True,False,False,False
short,NQ,S6,"0,3",3.444,"{""entry_tf"": 1, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",352,299,0.3213,3.523,-8.81,91,73,-0.1091,-0.832,-14.05,443,372,0.2329,2.995,-14.21,53,53,0.002,0.009,-8.58,1820,1400,0.0159,0.683,-25.29,348,297,0.1607,1.877,-13.31,95,75,0.4974,2.775,-9.05,344,293,0.2817,3.134,-15.08,99,79,0.0634,0.416,-11.2,343,284,0.1914,2.23,-27.93,100,88,0.3751,2.108,-6.14,0.0159,0.1393,-4.1,-7.1,23.6,7.3,-5.9,-4.1,10.4,9.0,12.9,55.3,18.1,,-0.1091,,0.4974,,0.0634,,0.3751,False,True,False,True,False,2,False,True,False,False
short,NQ,S7,"0,2",3.44,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.5}",352,169,0.1959,3.906,-6.31,91,39,-0.1013,-1.386,-10.18,443,208,0.1348,3.139,-9.1,53,32,-0.0692,-0.553,-6.48,1820,785,0.0175,1.184,-26.86,348,171,0.1068,2.217,-9.1,95,37,0.2376,2.527,-2.77,344,168,0.1818,3.608,-7.03,99,40,-0.0283,-0.367,-13.0,343,152,0.0705,1.529,-9.33,100,56,0.3555,3.46,-3.53,0.0175,0.0713,5.1,-1.5,4.0,19.2,6.4,3.6,-9.0,4.1,9.5,18.5,12.5,,-0.1013,,0.2376,,-0.0283,,0.3555,False,True,False,True,False,2,False,False,False,False
short,NQ,S8,"0,3",3.42,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",352,280,0.3561,3.611,-11.02,91,68,-0.0689,-0.443,-11.33,443,348,0.2688,3.162,-12.63,53,51,0.0771,0.282,-10.41,1820,1385,0.0189,0.732,-47.74,348,278,0.2003,2.14,-13.75,95,70,0.5197,2.642,-7.11,344,274,0.2461,2.573,-13.85,99,74,0.3478,1.88,-5.51,343,264,0.2385,2.503,-14.62,100,84,0.3726,1.996,-8.3,0.0189,0.1599,9.1,-5.2,9.2,3.8,24.8,12.8,-18.0,-2.1,20.4,56.1,26.6,,-0.0689,,0.5197,,0.3478,,0.3726,False,True,True,True,False,3,True,True,False,False
short,NQ,S9,0,3.398,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 0}",352,169,0.2506,3.896,-8.5,91,39,-0.09,-0.974,-10.12,443,208,0.1806,3.29,-12.31,53,32,-0.1589,-1.125,-8.53,1820,785,0.0246,1.226,-34.73,348,171,0.1483,2.372,-13.13,95,37,0.299,2.631,-3.28,344,168,0.2089,3.291,-11.31,99,40,0.0824,0.765,-10.49,343,152,0.1353,2.272,-11.5,100,56,0.3361,2.567,-4.17,0.0246,0.1015,12.3,-6.1,10.7,25.9,13.7,-5.8,-10.3,4.5,14.3,24.3,15.9,,-0.09,,0.299,,0.0824,,0.3361,False,True,False,True,False,2,True,False,False,False
short,NQ,S10,"0,2",3.394,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 0}",352,159,0.1822,3.578,-9.25,91,36,0.0124,0.14,-6.14,443,195,0.1473,3.308,-10.35,53,25,-0.1495,-1.285,-7.75,1820,668,0.0259,1.483,-31.43,348,154,0.1163,2.323,-7.25,95,41,0.2612,2.703,-4.07,344,161,0.1761,3.37,-8.28,99,34,0.0476,0.584,-4.46,343,144,0.117,2.407,-8.28,100,51,0.2516,2.398,-5.27,0.0259,0.0933,4.7,2.0,17.2,37.9,8.5,-10.4,-10.6,-2.1,3.0,38.9,8.0,,0.0124,,0.2612,,0.0476,,0.2516,False,True,False,True,False,2,True,False,False,False
short,NQ,S11,0,3.375,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.5}",352,159,0.1766,3.507,-10.02,91,36,-0.0274,-0.34,-5.08,443,195,0.1347,3.099,-10.15,53,25,-0.1405,-1.419,-7.24,1820,666,0.0386,2.375,-20.79,348,154,0.0952,1.983,-8.03,95,41,0.2794,2.813,-3.88,344,161,0.1664,3.258,-9.05,99,34,0.0247,0.314,-6.52,343,144,0.0945,2.017,-10.46,100,51,0.2726,2.597,-4.82,0.0386,0.1023,12.5,7.0,25.5,17.6,11.3,3.4,-3.1,-3.8,23.9,29.9,2.2,,-0.0274,,0.2794,,0.0247,,0.2726,False,True,False,True,False,2,True,False,False,False
short,NQ,S12,0,3.36,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 2.0}",352,208,0.2173,3.708,-7.71,91,48,-0.0949,-0.973,-8.53,443,256,0.1531,3.001,-9.22,53,37,-0.0618,-0.352,-7.36,1820,959,0.0303,1.432,-32.33,348,205,0.1257,2.161,-9.97,95,51,0.2537,2.407,-4.38,344,205,0.1689,2.894,-8.7,99,51,0.0985,0.939,-4.68,343,191,0.1122,1.984,-8.63,100,65,0.2936,2.553,-4.17,0.0303,0.0707,9.2,0.7,7.2,25.8,20.1,-4.2,-7.4,3.8,-8.8,43.9,5.4,,-0.0949,,0.2537,,0.0985,,0.2936,False,True,True,True,False,3,True,False,False,False
short,NQ,S13,"0,1",3.359,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 180, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 3.0}",352,200,0.2448,3.436,-10.75,91,49,-0.0363,-0.317,-9.81,443,249,0.187,3.04,-12.27,53,34,-0.053,-0.326,-9.32,1820,916,0.0369,1.533,-33.44,348,199,0.1559,2.271,-10.75,95,50,0.301,2.189,-7.73,344,191,0.2122,3.036,-8.48,99,58,0.0996,0.77,-6.47,343,192,0.1618,2.342,-19.74,100,57,0.2735,2.036,-8.31,0.0369,0.1503,3.8,-13.2,0.9,21.7,14.7,15.3,3.8,20.1,32.8,47.7,9.8,,-0.0363,,0.301,,0.0996,,0.2735,False,True,True,True,False,3,True,False,False,False
short,NQ,S14,0,3.338,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",352,215,0.2008,3.422,-9.79,91,48,-0.1072,-1.087,-9.05,443,263,0.1375,2.687,-11.05,53,38,-0.2416,-1.97,-11.79,1820,999,0.0438,1.787,-29.42,348,213,0.0942,1.626,-13.45,95,50,0.2963,2.751,-6.05,344,207,0.1515,2.622,-9.44,99,56,0.0888,0.808,-6.07,343,197,0.1223,2.108,-9.12,100,66,0.1897,1.75,-6.81,0.0438,0.0705,2.3,-8.9,7.2,30.5,32.1,11.8,-3.5,8.2,7.7,27.5,-4.3,,-0.1072,,0.2963,,0.0888,,0.1897,False,True,True,True,False,3,True,False,False,False
short,NQ,S15,"1,3",3.106,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 999, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",352,270,0.347,3.305,-12.97,91,64,0.1375,0.709,-14.0,443,334,0.304,3.285,-15.5,53,37,-0.0684,-0.3,-7.17,1820,1374,0.071,1.695,-30.4,348,262,0.2673,2.618,-15.89,95,72,0.4383,2.043,-7.34,344,267,0.3434,3.183,-12.74,99,67,0.167,0.954,-11.14,343,253,0.2845,2.7,-12.88,100,81,0.3709,1.918,-6.63,0.071,0.1493,2.9,1.7,4.6,52.3,16.4,2.1,42.7,6.5,5.8,59.5,23.5,,0.1375,,0.4383,,0.167,,0.3709,False,True,True,True,True,3,True,False,False,False
short,NQ,S16,1,2.919,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 240, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",352,164,0.2622,3.028,-10.85,91,36,-0.0791,-0.643,-15.65,443,200,0.1921,2.61,-11.11,53,23,-0.0208,-0.118,-7.41,1820,763,-0.0018,-0.087,-28.63,348,161,0.2312,2.6,-10.16,95,39,0.0486,0.456,-6.46,344,159,0.1634,2.044,-11.26,99,41,0.2917,1.653,-6.43,343,148,0.1136,1.463,-14.32,100,52,0.4613,2.486,-8.65,-0.0018,0.1262,9.6,-4.2,-1.6,-1.0,-15.5,10.2,-1.2,0.4,13.6,38.7,24.7,,-0.0791,,0.0486,,0.2917,,0.4613,False,False,True,True,False,2,False,False,False,False
short,NQ,S17,1,2.511,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 0.5, ""partial"": 0, ""trail"": 0}",352,256,0.2117,2.841,-9.62,91,60,0.0448,0.369,-7.04,443,316,0.1774,2.759,-12.83,53,47,0.0395,0.231,-5.27,1820,1270,0.0069,0.261,-58.49,348,246,0.1971,2.693,-12.83,95,70,0.1055,0.786,-4.49,344,254,0.1722,2.349,-10.98,99,62,0.1955,1.46,-5.45,343,238,0.1294,1.84,-10.92,100,78,0.3424,2.274,-4.31,0.0069,0.0738,-2.6,-31.8,-8.3,29.9,28.9,26.5,-5.6,-24.4,-18.8,58.4,8.2,,0.0448,,0.1055,,0.1955,,0.3424,False,True,True,True,True,3,False,True,False,True
short,NQ,S18,1,3.25,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 120, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 1.5}",352,224,0.2442,3.38,-8.03,91,48,-0.0755,-0.738,-7.1,443,272,0.1785,2.906,-9.85,53,41,-0.1394,-0.843,-11.62,1820,1011,0.0435,1.852,-28.4,348,216,0.1666,2.491,-10.09,95,56,0.2221,1.498,-4.5,344,216,0.1883,2.668,-9.54,99,56,0.1444,1.164,-7.28,343,203,0.115,1.705,-9.85,100,69,0.3965,2.808,-3.93,0.0435,0.0918,0.5,-6.6,5.0,35.6,11.9,28.7,-5.6,9.6,11.9,31.6,5.8,,-0.0755,,0.2221,,0.1444,,0.3965,False,True,True,True,True,3,True,False,False,False
short,NQ,S19,1,3.155,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 180, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 0, ""partial"": 3.0, ""trail"": 3.0}",352,167,0.2679,3.549,-10.61,91,36,0.0439,0.362,-5.85,443,203,0.2219,3.409,-11.65,53,26,-0.1855,-1.311,-8.99,1820,678,0.0472,2.343,-21.28,348,155,0.1868,2.586,-9.85,95,48,0.3504,2.369,-6.47,344,169,0.2564,3.344,-10.24,99,34,0.1019,0.873,-8.09,343,151,0.1538,2.212,-9.58,100,52,0.4555,2.849,-5.18,0.0472,0.1752,12.8,5.2,31.5,23.7,15.0,6.9,-7.5,-1.6,44.3,36.2,18.1,,0.0439,,0.3504,,0.1019,,0.4555,False,True,False,True,True,2,True,False,False,False
short,NQ,S20,"1,2",3.136,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 3.0}",352,207,0.2047,2.994,-10.11,91,49,0.0611,0.507,-6.47,443,256,0.1752,2.932,-10.33,53,35,0.0197,0.125,-8.62,1820,917,0.0233,1.171,-20.01,348,205,0.1611,2.356,-10.08,95,51,0.2268,1.86,-5.75,344,197,0.2269,3.235,-11.02,99,59,-0.0045,-0.042,-8.71,343,196,0.1433,2.168,-11.05,100,60,0.2845,2.092,-6.25,0.0233,0.1258,2.5,-6.3,15.6,10.6,5.7,1.9,0.9,11.3,26.7,48.3,3.9,,0.0611,,0.2268,,-0.0045,,0.2845,False,True,False,True,False,2,True,True,False,False
short,NQ,S21,1,2.849,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 120, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 1.5}",352,127,0.1636,3.11,-7.1,91,29,0.0434,0.512,-4.48,443,156,0.1389,3.064,-7.24,53,20,-0.2172,-2.604,-10.83,1820,528,0.0076,0.517,-39.3,348,123,0.1336,2.655,-6.4,95,33,0.1585,1.531,-3.16,344,129,0.1767,3.264,-6.27,99,27,0.0076,0.102,-10.26,343,115,0.0941,1.928,-7.24,100,41,0.2929,2.669,-3.69,0.0076,0.0749,10.5,4.0,15.8,12.7,-1.7,-12.6,-9.5,-5.4,3.7,29.2,1.9,,0.0434,,0.1585,,0.0076,,0.2929,False,True,False,True,True,2,False,False,False,False
short,NQ,S22,1,2.252,"{""entry_tf"": 1, ""vwap"": true, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 100, ""std_sl"": 35, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",352,118,0.1498,2.567,-7.19,91,17,0.0101,0.142,-4.15,443,135,0.1211,2.487,-8.21,53,9,0.0439,0.479,-2.04,1820,427,0.0092,0.467,-24.29,348,107,0.1469,2.654,-4.16,95,28,0.0268,0.263,-8.02,344,101,0.1027,1.901,-8.21,99,34,0.185,1.677,-3.12,343,104,0.1066,1.979,-8.21,100,31,0.1711,1.536,-7.19,0.0092,0.0836,1.3,-3.0,-12.4,5.3,9.6,29.9,-0.5,-13.5,5.8,38.3,10.0,,0.0101,,0.0268,,0.185,,0.1711,False,False,True,True,False,2,False,True,False,False
short,NQ,S23,1,2.959,"{""entry_tf"": 5, ""vwap"": true, ""time_stop"": 180, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 1.5}",352,166,0.1812,3.088,-6.2,91,37,-0.0132,-0.154,-9.37,443,203,0.1413,2.825,-9.8,53,29,-0.0847,-0.675,-4.74,1820,793,-0.0033,-0.162,-39.85,348,165,0.1285,2.368,-9.62,95,38,0.188,1.545,-3.11,344,162,0.1755,2.991,-7.74,99,41,0.0223,0.244,-6.77,343,149,0.1065,1.949,-11.5,100,54,0.2605,2.221,-5.14,-0.0033,0.116,-7.2,-5.4,-12.7,25.9,-0.7,-3.1,-9.3,6.6,38.5,26.9,2.0,,-0.0132,,0.188,,0.0223,,0.2605,False,True,False,True,True,2,False,False,False,False
