inst,params,fit0,nb0,robust0,fit1,nb1,robust1,fit2,nb2,robust2,fit3,nb3,robust3
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 0}",0.571,-0.233,-0.233,1.197,0.536,0.536,0.735,0.067,0.067,-99.0,-0.915,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 0, ""trail"": 3.0}",-99.0,-0.85,-99.0,0.885,0.041,0.041,-99.0,-1.0,-99.0,0.404,-0.292,-0.292
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 1.5, ""trail"": 0}",-99.0,-1.0,-99.0,0.984,0.588,0.588,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 25, ""big_tp"": 200, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",1.199,0.491,0.491,-99.0,-1.0,-99.0,0.947,0.308,0.308,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 60, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0}",0.363,-0.41,-0.41,-99.0,-0.846,-99.0,0.416,-0.224,-0.224,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 0}",-99.0,-0.91,-99.0,0.933,0.32,0.32,-99.0,-0.925,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",0.254,-0.409,-0.409,1.202,0.646,0.646,-99.0,-0.917,-99.0,-99.0,-0.758,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 0, ""partial"": 3.0, ""trail"": 1.5}",1.124,0.771,0.771,1.209,0.705,0.705,1.037,0.645,0.645,0.315,-0.182,-0.182
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 0}",0.546,0.167,0.167,1.041,0.52,0.52,0.656,0.079,0.079,0.279,-0.368,-0.368
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",-99.0,-0.906,-99.0,1.111,0.428,0.428,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 3.0}",0.148,-0.388,-0.388,1.488,0.807,0.807,0.519,0.017,0.017,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 150, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 3.0}",1.058,0.259,0.259,-99.0,-1.0,-99.0,0.868,0.155,0.155,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 0, ""trail"": 1.0}",0.753,-0.002,-0.002,-99.0,-0.9,-99.0,-99.0,-1.0,-99.0,-99.0,-0.908,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 1.5}",-99.0,-0.896,-99.0,0.624,-0.085,-0.085,0.349,-0.225,-0.225,-99.0,-0.592,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 200, ""std_sl"": 15, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,0.434,-0.383,-0.383
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 1.5}",0.679,0.029,0.029,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,-99.0,-0.664,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",-99.0,-0.912,-99.0,1.131,0.345,0.345,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 30, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 3.0}",0.583,-0.203,-0.203,-99.0,-0.857,-99.0,-99.0,-0.791,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 1.0, ""partial"": 3.0, ""trail"": 0}",-99.0,-0.933,-99.0,0.823,0.29,0.29,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0.5, ""partial"": 2.0, ""trail"": 3.0}",-99.0,-1.0,-99.0,1.064,0.413,0.413,-99.0,-1.0,-99.0,0.116,-0.585,-0.585
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 0, ""trail"": 2.0}",-99.0,-1.0,-99.0,0.831,0.084,0.084,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 1.5, ""trail"": 0}",-99.0,-0.871,-99.0,1.038,0.07,0.07,-99.0,-0.875,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 0, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0}",0.659,0.183,0.183,-99.0,-0.703,-99.0,0.595,0.064,0.064,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 3.0, ""trail"": 1.5}",-99.0,-0.927,-99.0,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,0.243,-0.05,-0.05
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",0.621,0.249,0.249,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 1.0}",-99.0,-0.881,-99.0,-99.0,-0.809,-99.0,0.336,-0.337,-0.337,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",-99.0,-1.0,-99.0,0.534,-0.13,-0.13,0.57,-0.01,-0.01,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 50, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",-99.0,-0.771,-99.0,1.469,0.925,0.925,-99.0,-0.917,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 2.0}",0.733,0.302,0.302,-99.0,-0.394,-99.0,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""pb"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 20, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",-99.0,-1.0,-99.0,-99.0,-1.0,-99.0,0.519,-0.514,-0.514,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 30, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 2.0}",0.813,0.004,0.004,-99.0,-0.599,-99.0,-99.0,-1.0,-99.0,-99.0,-0.914,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",0.552,-0.32,-0.32,-99.0,-0.739,-99.0,-99.0,-0.804,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""skip_high"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 115, ""std_sl"": 25, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 100, ""be_at"": 0, ""partial"": 3.0, ""trail"": 2.0}",0.636,-0.024,-0.024,1.165,0.283,0.283,-99.0,-1.0,-99.0,-99.0,-1.0,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 0.5, ""partial"": 0, ""trail"": 0}",-99.0,-0.896,-99.0,-99.0,-0.861,-99.0,0.606,0.04,0.04,-99.0,-0.91,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0}",0.735,0.331,0.331,1.523,0.699,0.699,0.952,0.392,0.392,-99.0,-0.885,-99.0
FRA40,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 999, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""against"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 3.0}",-99.0,-0.879,-99.0,1.447,0.752,0.752,-99.0,-0.921,-99.0,-99.0,-1.0,-99.0
