inst,params,fit0,nb0,robust0,fit1,nb1,robust1,fit2,nb2,robust2,fit3,nb3,robust3
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 240, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 3.0}",3.692,3.582,3.582,2.643,2.497,2.497,3.418,3.35,3.35,2.514,2.215,2.215
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",3.451,2.891,2.891,2.242,1.795,1.795,2.94,2.41,2.41,2.613,1.98,1.98
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 50, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 0, ""partial"": 2.0, ""trail"": 2.0}",3.013,2.904,2.904,1.502,1.28,1.28,2.703,2.712,2.703,2.335,2.185,2.185
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 1.5, ""trail"": 3.0}",3.235,2.575,2.575,1.658,0.966,0.966,2.435,1.915,1.915,1.168,0.842,0.842
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 25, ""big_tp"": 200, ""std_sl"": 30, ""std_tp"": 42, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 1.5, ""partial"": 1.0, ""trail"": 0}",-99.0,-0.706,-99.0,-99.0,-0.513,-99.0,1.941,1.621,1.621,2.176,1.791,1.791
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 0}",2.273,1.547,1.547,0.564,0.074,0.074,1.49,0.939,0.939,2.285,1.357,1.357
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 1.5, ""trail"": 1.0}",3.352,2.802,2.802,2.446,1.986,1.986,2.898,2.373,2.373,1.963,1.332,1.332
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 100, ""std_sl"": 15, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 1.0}",3.254,3.141,3.141,1.809,1.729,1.729,2.99,2.909,2.909,1.2,0.794,0.794
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 30, ""std_tp"": 30, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.0, ""partial"": 1.0, ""trail"": 1.0}",3.203,2.841,2.841,1.804,1.668,1.668,2.805,2.595,2.595,-99.0,-0.849,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""mid"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 35, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 2.0, ""trail"": 1.5}",3.222,2.842,2.842,1.353,1.247,1.247,3.304,2.919,2.919,-99.0,-0.51,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 50, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 100, ""be_at"": 1.0, ""partial"": 2.0, ""trail"": 1.5}",3.082,2.605,2.605,1.362,1.024,1.024,3.161,2.642,2.642,-99.0,-1.0,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""mid"", ""dow"": ""mon"", ""big_thr"": 25, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 1.0, ""partial"": 1.0, ""trail"": 1.5}",-99.0,-0.593,-99.0,-99.0,-0.692,-99.0,3.185,2.358,2.358,-99.0,-0.67,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 0}",2.323,1.656,1.656,1.239,0.813,0.813,-99.0,-0.66,-99.0,2.426,1.293,1.293
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 30, ""big_tp"": 115, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 3.0}",1.954,1.724,1.724,1.211,1.021,1.021,1.889,1.705,1.705,2.424,2.175,2.175
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""mid"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 30, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 0, ""partial"": 0, ""trail"": 3.0}",2.317,2.249,2.249,1.838,1.63,1.63,3.014,2.859,2.859,2.064,1.934,1.934
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",3.158,2.539,2.539,1.438,0.961,0.961,2.798,2.313,2.313,-99.0,-0.573,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 25, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 2.0}",2.181,1.773,1.773,1.205,0.807,0.807,2.209,1.621,1.621,2.38,1.683,1.683
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 60, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 35, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 30, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 90, ""gap_min"": 50, ""be_at"": 1.5, ""partial"": 3.0, ""trail"": 1.5}",2.733,2.391,2.391,2.055,1.74,1.74,3.077,2.681,2.681,2.13,1.787,1.787
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 0, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 150, ""std_sl"": 20, ""std_tp"": 60, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",2.184,1.985,1.985,1.803,1.548,1.548,1.855,1.696,1.696,2.439,2.157,2.157
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 100, ""std_sl"": 25, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 0, ""gap_min"": 20, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",3.435,3.059,3.059,2.379,2.079,2.079,3.249,2.917,2.917,2.317,2.069,2.069
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 2, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 130, ""std_sl"": 25, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 0, ""trail"": 2.0}",3.138,3.054,3.054,2.375,2.231,2.231,2.891,2.851,2.851,1.932,1.822,1.822
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 0, ""std_sl"": 30, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 100, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",3.486,2.968,2.968,2.327,1.861,1.861,2.985,2.537,2.537,1.801,1.314,1.314
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 80, ""std_sl"": 25, ""std_tp"": 42, ""leg_gap"": 25, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 20, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 1.5}",3.038,2.48,2.48,-99.0,-0.629,-99.0,3.013,2.203,2.203,-99.0,-0.875,-99.0
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""mid"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 50, ""big_tp"": 100, ""std_sl"": 35, ""std_tp"": 50, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 0}",2.909,2.655,2.655,1.691,1.498,1.498,3.428,3.036,3.036,2.124,1.841,1.841
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 60, ""leg_gap"": 15, ""leg_sl"": 45, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 3.0}",2.049,1.942,1.942,1.156,1.008,1.008,2.384,1.735,1.735,2.622,1.923,1.923
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": false, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 200, ""std_sl"": 35, ""std_tp"": 0, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",2.816,2.553,2.553,1.812,1.619,1.619,2.814,2.547,2.547,2.244,1.749,1.749
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 150, ""std_sl"": 15, ""std_tp"": 60, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 0, ""gap_min"": 0, ""be_at"": 2.0, ""partial"": 1.0, ""trail"": 3.0}",2.935,2.301,2.301,1.619,1.176,1.176,2.424,1.945,1.945,2.329,1.009,1.009
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 30, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 100, ""std_sl"": 30, ""std_tp"": 50, ""leg_gap"": 25, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 2.0, ""partial"": 1.5, ""trail"": 3.0}",3.21,2.847,2.847,1.979,1.608,1.608,3.239,2.871,2.871,1.858,1.508,1.508
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 1, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.3, ""volf"": ""skip_high"", ""dow"": ""fri"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 0, ""gap_min"": 50, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",3.232,2.985,2.985,1.556,1.135,1.135,3.106,2.927,2.927,1.401,0.872,0.872
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 2, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 0, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 45, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 2.0, ""trail"": 3.0}",2.62,2.352,2.352,2.291,2.028,2.028,2.471,2.187,2.187,1.762,1.565,1.565
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 35, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 25, ""leg_sl"": 35, ""leg_tp"": 140, ""gap_min"": 0, ""be_at"": 1.5, ""partial"": 0, ""trail"": 2.0}",2.605,2.199,2.199,1.558,1.268,1.268,2.493,1.963,1.963,2.625,2.025,2.025
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.5, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 25, ""big_tp"": 100, ""std_sl"": 20, ""std_tp"": 42, ""leg_gap"": 20, ""leg_sl"": 45, ""leg_tp"": 90, ""gap_min"": 0, ""be_at"": 0, ""partial"": 2.0, ""trail"": 0}",2.815,1.948,1.948,1.709,0.896,0.896,2.92,1.68,1.68,3.092,1.89,1.89
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 120, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 10, ""big_sl"": 30, ""big_tp"": 80, ""std_sl"": 30, ""std_tp"": 80, ""leg_gap"": 10, ""leg_sl"": 25, ""leg_tp"": 60, ""gap_min"": 50, ""be_at"": 0, ""partial"": 3.0, ""trail"": 0}",3.374,2.687,2.687,2.167,1.39,1.39,3.242,2.532,2.532,2.211,1.294,1.294
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 4, ""legs_mgmt"": ""fixed"", ""leg_window"": 60, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""with"", ""body_min"": 0, ""volf"": ""skip_low"", ""dow"": ""none"", ""big_thr"": 20, ""big_sl"": 30, ""big_tp"": 0, ""std_sl"": 15, ""std_tp"": 80, ""leg_gap"": 15, ""leg_sl"": 25, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 1.5, ""trail"": 0}",1.909,1.531,1.531,-99.0,-0.411,-99.0,1.606,0.973,0.973,2.35,1.742,1.742
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""fixed"", ""leg_window"": 30, ""ma"": 100, ""dyn"": false, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 15, ""gap"": ""off"", ""body_min"": 0.5, ""volf"": ""off"", ""dow"": ""mon"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 115, ""std_sl"": 35, ""std_tp"": 80, ""leg_gap"": 20, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 20, ""be_at"": 0, ""partial"": 3.0, ""trail"": 3.0}",2.888,2.565,2.565,1.776,1.567,1.567,2.756,2.444,2.444,2.245,1.787,1.787
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 120, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.7, ""pb_wait"": 5, ""gap"": ""off"", ""body_min"": 0.7, ""volf"": ""off"", ""dow"": ""none"", ""big_thr"": 15, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 20, ""std_tp"": 0, ""leg_gap"": 10, ""leg_sl"": 35, ""leg_tp"": 60, ""gap_min"": 100, ""be_at"": 2.0, ""partial"": 0, ""trail"": 3.0}",2.64,2.622,2.622,2.488,1.988,1.988,2.536,2.517,2.517,1.635,1.315,1.315
NDX100,"{""entry_tf"": 5, ""vwap"": false, ""time_stop"": 90, ""legs"": true, ""leg_max"": 6, ""legs_mgmt"": ""same"", ""leg_window"": 60, ""ma"": 100, ""dyn"": true, ""entry_mode"": ""close"", ""pb_frac"": 0.3, ""pb_wait"": 5, ""gap"": ""against"", ""body_min"": 0.3, ""volf"": ""off"", ""dow"": ""fri"", ""big_thr"": 10, ""big_sl"": 40, ""big_tp"": 130, ""std_sl"": 15, ""std_tp"": 0, ""leg_gap"": 15, ""leg_sl"": 35, ""leg_tp"": 115, ""gap_min"": 0, ""be_at"": 0, ""partial"": 3.0, ""trail"": 3.0}",2.13,1.897,1.897,2.216,1.861,1.861,1.864,1.845,1.845,0.208,-0.233,-0.233
