combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days,fail_daily,fail_max
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",500,4000.0,,,0.82,55321,76,42,0,34,1.0,80.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,4000.0,,,0.66,31193,76,41,0,35,1.0,224.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",250,4000.0,,near,0.66,31193,76,41,0,35,1.0,220.0,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",250,2000.0,,near,1.15,36877,76,41,0,35,1.0,160.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,2000.0,,near,0.75,32604,76,40,0,36,1.0,181.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,near,0.75,32604,76,40,0,36,1.0,181.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,near,0.75,32604,76,40,0,36,1.0,181.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,near,0.75,32604,76,40,0,36,1.0,181.5,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",250,2000.0,,,1.15,36877,76,39,0,37,1.0,165.0,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",250,2000.0,,near,1.22,36863,76,38,0,38,1.0,152.5,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",250,2000.0,,near,1.22,36863,76,38,0,38,1.0,152.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,2000.0,,,0.75,32604,76,37,0,39,1.0,197.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,,0.75,32604,76,37,0,39,1.0,197.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,,0.75,32604,76,37,0,39,1.0,197.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",250,4000.0,,,0.75,32604,76,37,0,39,1.0,197.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,3000.0,,near,0.66,30905,76,35,0,41,1.0,199.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,4000.0,,near,0.66,30905,76,35,0,41,1.0,199.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,near,0.68,32680,76,34,0,42,1.0,188.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,near,0.68,32680,76,34,0,42,1.0,188.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,near,0.68,32680,76,34,0,42,1.0,188.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",250,2000.0,,,0.74,31397,76,32,0,44,1.0,193.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",250,2000.0,,near,0.74,31397,76,32,0,44,1.0,188.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",250,3000.0,,,0.74,31397,76,32,0,44,1.0,193.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",250,3000.0,,near,0.74,31397,76,32,0,44,1.0,188.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,,near,0.69,30735,76,31,0,45,1.0,198.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,3000.0,,near,0.69,30735,76,31,0,45,1.0,198.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,,0.68,32680,76,31,0,45,1.0,192.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,,0.68,32680,76,31,0,45,1.0,192.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",250,,,,0.68,32680,76,31,0,45,1.0,192.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,3000.0,,,0.66,30905,76,30,0,46,1.0,237.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",250,4000.0,,,0.66,30905,76,30,0,46,1.0,237.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,,,,0.69,30735,76,30,0,46,1.0,198.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",250,3000.0,,,0.69,30735,76,30,0,46,1.0,198.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,4000.0,,,1.02,31494,76,30,0,46,1.0,191.5,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",250,2000.0,,,1.22,36863,76,26,0,50,1.0,183.0,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",250,2000.0,,,1.22,36863,76,26,0,50,1.0,183.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",250,4000.0,,near,1.02,31494,76,25,0,51,1.0,176.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,3000.0,,near,0.82,27660,76,20,0,56,1.0,150.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,3000.0,,near,0.82,27660,76,20,0,56,1.0,150.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,2000.0,,near,0.82,27660,76,20,0,56,1.0,150.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,,,near,0.82,27660,76,20,0,56,1.0,150.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,2000.0,,,0.82,31381,76,19,0,57,1.0,173.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,2000.0,,near,0.82,31381,76,19,0,57,1.0,173.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,2000.0,,,0.82,31381,76,19,0,57,1.0,173.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",250,2000.0,,near,0.82,31381,76,19,0,57,1.0,173.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,3000.0,,,0.82,27660,76,19,0,57,1.0,155.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,3000.0,,,0.82,27660,76,19,0,57,1.0,155.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,2000.0,,,0.82,27660,76,19,0,57,1.0,155.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",250,,,,0.82,27660,76,19,0,57,1.0,155.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,3000.0,,,0.66,27013,76,17,0,59,1.0,194.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,3000.0,,near,0.66,27013,76,17,0,59,1.0,189.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,2000.0,,,0.66,27013,76,17,0,59,1.0,194.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,2000.0,,near,0.66,27013,76,17,0,59,1.0,189.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,4000.0,,,0.66,27013,76,17,0,59,1.0,194.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",250,4000.0,,near,0.66,27013,76,17,0,59,1.0,189.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",250,,,near,0.64,23501,76,13,0,63,1.0,273.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",250,2000.0,,near,0.66,24616,76,13,0,63,1.0,273.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",250,3000.0,,near,0.66,24616,76,13,0,63,1.0,273.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",250,,,,0.64,23501,76,12,0,64,1.0,277.5,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",250,2000.0,,,0.66,24616,76,12,0,64,1.0,246.0,0,0
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",250,3000.0,,,0.66,24616,76,12,0,64,1.0,246.0,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 11}",250,2000.0,,,1.07,30093,76,10,0,66,1.0,218.0,0,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 11}",250,2000.0,,near,1.07,30093,76,10,0,66,1.0,218.0,0,0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",500,2000.0,,near,0.91,77522,76,54,1,21,0.982,70.0,0,1
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",500,3000.0,,near,0.91,75673,76,54,1,21,0.982,79.0,0,1
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,,1.09,41409,76,48,1,27,0.98,141.0,0,1
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",250,,,near,1.09,41409,76,48,1,27,0.98,139.5,0,1
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,3000.0,,near,1.02,62988,76,47,1,28,0.979,88.0,0,1
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,4000.0,,near,1.02,62988,76,47,1,28,0.979,88.0,0,1
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,,,near,1.02,62988,76,47,1,28,0.979,88.0,0,1
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,,,near,1.02,62988,76,47,1,28,0.979,88.0,0,1
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",250,,,near,1.09,37230,76,45,1,30,0.978,123.0,0,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",750,2000.0,,near,0.95,107060,76,69,2,5,0.972,53.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,3000.0,,near,0.94,115777,76,57,2,17,0.966,39.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",750,2000.0,,near,0.88,95616,76,56,2,18,0.966,46.5,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",750,2000.0,,,0.88,95616,76,55,2,19,0.965,49.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",500,2000.0,,near,1.05,67202,76,54,2,20,0.964,55.5,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,2000.0,,near,0.89,62692,76,53,2,21,0.964,75.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,3000.0,,near,0.89,60854,76,53,2,21,0.964,80.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,3000.0,,near,0.89,60854,76,53,2,21,0.964,80.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",500,2000.0,,,0.91,77522,76,53,2,21,0.964,77.0,0,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",500,3000.0,,,0.91,75673,76,53,2,21,0.964,83.0,0,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,3000.0,,,1.02,62988,76,46,2,28,0.958,90.5,0,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,4000.0,,,1.02,62988,76,46,2,28,0.958,90.5,0,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,,,,1.02,62988,76,46,2,28,0.958,90.5,0,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",500,,,,1.02,62988,76,46,2,28,0.958,90.5,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,,,,1.18,41614,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,,,near,1.18,41614,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,4000.0,,,1.18,41614,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,4000.0,,near,1.18,41614,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,2000.0,,,1.17,41909,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",250,2000.0,,near,1.17,41909,76,45,2,29,0.957,121.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",250,,,,1.09,37230,76,45,2,29,0.957,123.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,3000.0,,,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,3000.0,,near,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,,,,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,,,near,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,4000.0,,,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,4000.0,,near,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,,,,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",250,,,near,1.1,34833,76,45,2,29,0.957,146.0,0,2
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",750,2000.0,,,0.95,107060,76,62,3,11,0.954,51.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,2000.0,,near,0.93,117386,76,56,3,17,0.949,35.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",750,2000.0,,near,0.99,119373,76,55,3,18,0.948,45.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,2000.0,,,0.93,117386,76,54,3,19,0.947,38.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",500,3000.0,,near,0.95,75337,76,54,3,19,0.947,68.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,3000.0,,,0.94,115777,76,54,3,19,0.947,38.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",500,3000.0,,near,0.95,75337,76,54,3,19,0.947,68.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",500,3000.0,,near,1.08,69177,76,54,3,19,0.947,55.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",500,3000.0,,,0.95,75337,76,53,3,20,0.946,70.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",500,3000.0,,,0.95,75337,76,53,3,20,0.946,70.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",500,2000.0,,,1.05,67202,76,53,3,20,0.946,60.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 11}",500,3000.0,,near,0.92,63086,76,53,3,20,0.946,70.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,2000.0,,,0.89,62692,76,52,3,21,0.945,76.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,3000.0,,,0.89,60854,76,52,3,21,0.945,88.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",500,3000.0,,,0.89,60854,76,52,3,21,0.945,88.0,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",500,2000.0,,near,0.93,81071,76,52,3,21,0.945,75.5,0,3
"{""ASIA"": null, ""LDN"": 2, ""NY"": 11}",500,3000.0,,,0.92,63086,76,52,3,21,0.945,84.0,0,3
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",750,2000.0,,near,1.05,131610,76,67,4,5,0.944,36.0,0,4
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",1000,2000.0,,near,0.66,124770,76,66,4,6,0.943,57.5,0,4
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",1000,,,near,0.66,124770,76,66,4,6,0.943,57.5,0,4
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,2000.0,,near,0.97,117488,76,66,4,6,0.943,40.0,0,4
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,2000.0,,near,0.97,117488,76,66,4,6,0.943,40.0,0,4
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,2000.0,,,1.25,41892,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,2000.0,,near,1.25,41892,76,45,3,28,0.938,116.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,2000.0,,,1.25,41892,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,2000.0,,near,1.25,41892,76,45,3,28,0.938,116.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,4000.0,,,1.25,41597,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",250,4000.0,,near,1.25,41597,76,45,3,28,0.938,116.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",250,2000.0,,,1.12,41246,76,45,3,28,0.938,123.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",250,2000.0,,near,1.12,41246,76,45,3,28,0.938,123.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",250,2000.0,,,1.25,38172,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",250,2000.0,,near,1.25,38172,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",250,,,,1.25,37877,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",250,,,near,1.25,37877,76,45,3,28,0.938,121.0,0,3
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",750,2000.0,,near,1.09,125446,76,59,4,13,0.937,35.0,0,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",750,2000.0,,near,0.9,106217,76,55,4,17,0.932,46.0,0,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",500,3000.0,,,1.08,69177,76,53,4,19,0.93,60.0,0,4
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,,,near,0.66,123620,76,65,5,6,0.929,50.0,0,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,3000.0,,near,0.66,123620,76,65,5,6,0.929,50.0,0,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,,,near,0.66,123620,76,65,5,6,0.929,50.0,0,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,4000.0,,near,0.66,123620,76,65,5,6,0.929,50.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,2000.0,,near,1.03,123081,76,65,5,6,0.929,35.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,2000.0,,near,1.03,123081,76,65,5,6,0.929,35.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",750,2000.0,,near,1.08,126952,76,65,5,6,0.929,36.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",750,2000.0,,,1.08,126952,76,64,5,7,0.928,43.5,0,5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",500,2000.0,,,0.93,81071,76,51,4,21,0.927,77.0,0,4
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,2000.0,,,1.13,112359,76,62,5,9,0.925,48.5,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,2000.0,,,1.13,112359,76,62,5,9,0.925,48.5,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,3000.0,,near,1.01,98158,76,61,5,10,0.924,50.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,3000.0,,near,1.01,98158,76,61,5,10,0.924,50.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,3000.0,,,1.01,98158,76,60,5,11,0.923,49.5,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,3000.0,,,1.01,98158,76,60,5,11,0.923,49.5,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,2000.0,,near,0.99,101636,76,59,5,12,0.922,48.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,2000.0,,,1.03,123081,76,59,5,12,0.922,37.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,2000.0,,,1.03,123081,76,59,5,12,0.922,37.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",750,2000.0,,near,1.01,104983,76,59,5,12,0.922,44.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",750,2000.0,,near,1.01,104983,76,59,5,12,0.922,44.0,0,5
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",750,2000.0,,,1.09,125446,76,58,5,13,0.921,38.5,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,2000.0,,near,1.13,112359,76,57,5,14,0.919,45.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,2000.0,,near,1.13,112359,76,57,5,14,0.919,45.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",750,2000.0,,,0.99,101636,76,56,5,15,0.918,50.0,0,5
"{""ASIA"": null, ""LDN"": 0, ""NY"": 9}",250,3000.0,,,1.24,38972,76,45,4,27,0.918,124.0,0,4
"{""ASIA"": null, ""LDN"": 0, ""NY"": 9}",250,3000.0,,near,1.24,38972,76,45,4,27,0.918,124.0,0,4
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",250,3000.0,,near,1.46,41711,76,45,4,27,0.918,113.0,0,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",750,2000.0,,,0.9,106217,76,55,5,16,0.917,53.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",750,2000.0,,,1.01,104983,76,55,5,16,0.917,46.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",750,2000.0,,,1.01,104983,76,55,5,16,0.917,46.0,0,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1000,4000.0,,near,0.69,122949,76,64,6,6,0.914,35.0,4,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1000,4000.0,,near,0.69,122949,76,64,6,6,0.914,35.0,4,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",750,2000.0,,near,1.0,123392,76,64,6,6,0.914,43.0,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",750,3000.0,,near,0.89,94038,76,53,5,18,0.914,44.0,0,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1000,3000.0,,near,0.68,130723,76,63,6,7,0.913,36.0,4,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1000,4000.0,,near,0.68,130723,76,63,6,7,0.913,36.0,4,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,3000.0,,,1.18,102743,76,62,6,8,0.912,51.5,0,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,3000.0,,,1.18,102743,76,62,6,8,0.912,51.5,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",750,3000.0,,,0.89,94038,76,52,5,19,0.912,44.5,0,5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",500,2000.0,,,1.06,77603,76,51,5,20,0.911,69.0,0,5
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,2000.0,,near,1.09,131106,76,59,6,11,0.908,39.0,0,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,3000.0,,near,1.18,102743,76,55,6,15,0.902,46.0,0,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",750,3000.0,,near,1.18,102743,76,55,6,15,0.902,46.0,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",750,2000.0,,,1.04,101830,76,54,6,16,0.9,44.5,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",750,2000.0,,near,1.04,101830,76,54,6,16,0.9,41.5,0,6
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",1000,3000.0,,near,0.8,119078,76,45,5,26,0.9,33.0,3,2
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",250,3000.0,,,1.46,41711,76,45,5,26,0.9,122.0,0,5
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",500,2000.0,,near,1.09,81590,76,53,6,17,0.898,72.0,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,2000.0,,,0.97,117488,76,52,6,18,0.897,41.0,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,2000.0,,,0.97,117488,76,52,6,18,0.897,41.0,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",250,2000.0,,near,1.43,36977,76,35,4,37,0.897,155.0,0,4
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,,,near,0.74,125636,76,60,7,9,0.896,39.5,0,7
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,3000.0,,near,0.74,125636,76,60,7,9,0.896,39.5,0,7
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,,,near,0.74,125636,76,60,7,9,0.896,39.5,0,7
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",500,3000.0,,,1.28,77377,76,51,6,19,0.895,83.0,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",750,2000.0,,,0.99,119373,76,51,6,19,0.895,40.0,0,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",500,2000.0,,near,1.06,77603,76,51,6,19,0.895,54.0,0,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,near,1.03,108221,76,59,7,10,0.894,45.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,near,1.03,108221,76,59,7,10,0.894,45.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,near,1.03,108221,76,59,7,10,0.894,45.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,2000.0,,near,1.14,78944,76,50,6,20,0.893,80.0,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,2000.0,,near,1.14,78944,76,50,6,20,0.893,80.0,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",500,2000.0,,near,1.01,72248,76,50,6,20,0.893,83.5,0,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",500,2000.0,,,1.09,81590,76,50,6,20,0.893,83.0,0,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",500,2000.0,,near,1.03,80720,76,57,7,12,0.891,81.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",500,2000.0,,near,1.03,80720,76,57,7,12,0.891,81.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,3000.0,,near,1.13,125348,76,59,8,9,0.881,36.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,3000.0,,near,1.13,125348,76,59,8,9,0.881,36.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,4000.0,,near,1.19,86774,76,52,7,17,0.881,66.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,3000.0,,,1.16,81218,76,52,7,17,0.881,75.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,3000.0,,near,1.16,81218,76,52,7,17,0.881,74.5,0,7
