combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days,fail_daily,fail_max
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,,,,0.74,125636,76,58,8,10,0.879,44.0,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,3000.0,,,0.74,125636,76,58,8,10,0.879,44.0,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1000,,,,0.74,125636,76,58,8,10,0.879,44.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,4000.0,,,1.19,86774,76,51,7,18,0.879,73.0,0,7
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",500,3000.0,,near,1.28,77377,76,51,7,18,0.879,75.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,4000.0,,near,1.22,73730,76,50,7,19,0.877,84.0,7,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,2000.0,,,1.14,78944,76,49,7,20,0.875,84.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,2000.0,,,1.14,78944,76,49,7,20,0.875,84.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,3000.0,,,1.02,62084,76,49,7,20,0.875,124.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,3000.0,,near,1.02,62084,76,49,7,20,0.875,120.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",250,2000.0,,,1.43,36977,76,28,4,44,0.875,184.5,0,4
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,3000.0,,near,1.01,108374,76,61,9,6,0.871,40.0,2,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",500,4000.0,,near,1.16,76175,76,54,8,14,0.871,69.0,2,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,2000.0,,,1.09,131106,76,54,8,14,0.871,44.0,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",750,3000.0,,near,0.81,83919,76,47,7,22,0.87,49.0,0,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",500,3000.0,,near,1.14,80836,76,53,8,15,0.869,64.0,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",750,3000.0,,,0.81,83919,76,46,7,23,0.868,51.0,0,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,2000.0,,,1.13,83563,76,52,8,16,0.867,75.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,2000.0,,near,1.13,83563,76,52,8,16,0.867,73.5,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 0}",1000,3000.0,,,0.8,119078,76,44,7,25,0.863,39.5,4,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,,1.03,108221,76,56,9,11,0.862,46.5,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,,1.03,108221,76,56,9,11,0.862,46.5,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,3000.0,,,1.03,108221,76,56,9,11,0.862,46.5,0,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",500,4000.0,,,1.22,73730,76,49,8,19,0.86,86.0,8,0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,4000.0,,,1.04,57959,76,49,8,19,0.86,129.0,2,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,4000.0,,,1.04,57959,76,49,8,19,0.86,129.0,2,6
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,2000.0,,,1.01,65437,76,49,8,19,0.86,94.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,2000.0,,near,1.01,65437,76,49,8,19,0.86,91.0,0,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",500,2000.0,,,1.03,80720,76,55,9,12,0.859,73.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",500,2000.0,,,1.03,80720,76,55,9,12,0.859,73.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 5}",750,2000.0,,,1.0,123392,76,60,10,6,0.857,40.5,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,2000.0,,near,1.03,79629,76,54,9,13,0.857,69.0,0,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,,0.93,121606,76,54,9,13,0.857,34.5,0,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,,0.93,121606,76,54,9,13,0.857,34.5,0,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,,0.93,121606,76,54,9,13,0.857,34.5,0,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",500,2000.0,,,1.01,72248,76,48,8,20,0.857,88.5,0,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1000,4000.0,,,0.69,122949,76,59,10,7,0.855,46.0,8,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1000,4000.0,,,0.69,122949,76,59,10,7,0.855,46.0,8,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1000,3000.0,,,0.68,130723,76,59,10,7,0.855,43.0,8,2
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1000,4000.0,,,0.68,130723,76,59,10,7,0.855,43.0,8,2
"{""ASIA"": null, ""LDN"": 0, ""NY"": 1}",750,3000.0,,,1.05,119094,76,59,10,7,0.855,37.0,2,8
"{""ASIA"": null, ""LDN"": 0, ""NY"": 4}",500,4000.0,,near,1.06,72778,76,53,9,14,0.855,67.0,2,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",500,2000.0,,near,1.01,79607,76,58,10,8,0.853,66.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",500,2000.0,,near,1.07,79294,76,51,9,16,0.85,76.0,0,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",750,4000.0,,near,1.08,103799,76,51,9,16,0.85,46.0,6,3
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1000,2000.0,,near,0.66,108053,76,56,10,10,0.848,44.5,0,10
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1000,4000.0,,near,0.66,108053,76,56,10,10,0.848,44.5,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,3000.0,,,1.13,125348,76,56,10,10,0.848,35.5,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,3000.0,,,1.13,125348,76,56,10,10,0.848,35.5,0,10
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",750,2000.0,,near,0.9,117892,76,56,10,10,0.848,36.5,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,2000.0,,,1.03,79629,76,50,9,17,0.847,78.5,0,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,,1.43,73956,76,49,9,18,0.845,87.0,8,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,near,1.43,73956,76,49,9,18,0.845,79.0,8,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,,1.43,73956,76,49,9,18,0.845,87.0,8,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,near,1.43,73956,76,49,9,18,0.845,79.0,8,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,,1.43,73956,76,49,9,18,0.845,87.0,8,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",500,4000.0,,near,1.43,73956,76,49,9,18,0.845,79.0,8,1
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,3000.0,,,1.04,62466,76,49,9,18,0.845,105.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,3000.0,,near,1.04,62466,76,49,9,18,0.845,92.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",500,2000.0,,,1.07,79294,76,49,9,18,0.845,78.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",500,2000.0,,,1.03,72145,76,49,9,18,0.845,83.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",500,2000.0,,near,1.03,72145,76,49,9,18,0.845,79.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",500,3000.0,,,1.06,69501,76,49,9,18,0.845,89.0,0,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",500,3000.0,,near,1.06,69501,76,49,9,18,0.845,83.0,0,9
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,2000.0,,near,1.0,92788,76,48,9,19,0.842,45.5,0,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,4000.0,,near,1.04,57959,76,48,9,19,0.842,122.0,3,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",500,4000.0,,near,1.04,57959,76,48,9,19,0.842,122.0,3,6
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",500,4000.0,,,1.16,76175,76,48,9,19,0.842,85.0,2,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 4}",500,4000.0,,,1.06,72778,76,48,9,19,0.842,86.0,2,7
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",1000,2000.0,,near,0.96,117909,76,52,10,14,0.839,33.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,4000.0,,near,1.09,82840,76,52,10,14,0.839,65.5,0,10
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",500,3000.0,,,1.14,80836,76,47,9,20,0.839,82.0,0,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",750,2000.0,,,1.03,110956,76,55,11,10,0.833,36.0,0,11
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",750,2000.0,,near,1.03,110956,76,55,11,10,0.833,33.0,0,11
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",500,4000.0,,near,1.17,83831,76,50,10,16,0.833,75.0,0,10
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,near,0.93,121606,76,54,11,11,0.831,32.0,0,11
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,near,0.93,121606,76,54,11,11,0.831,32.0,0,11
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",750,3000.0,,near,0.93,121606,76,54,11,11,0.831,32.0,0,11
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,4000.0,,,1.07,68032,76,49,10,17,0.831,88.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 2}",500,4000.0,,near,1.07,68032,76,49,10,17,0.831,83.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,3000.0,,,1.43,78999,76,49,10,17,0.831,77.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,3000.0,,near,1.43,78999,76,49,10,17,0.831,77.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,4000.0,,,1.09,82840,76,49,10,17,0.831,73.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",500,4000.0,,,1.25,83791,76,49,10,17,0.831,73.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",500,4000.0,,near,1.25,83791,76,49,10,17,0.831,67.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",500,4000.0,,,1.17,83831,76,49,10,17,0.831,76.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",500,4000.0,,,1.25,76350,76,49,10,17,0.831,73.0,0,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",500,4000.0,,near,1.25,76350,76,49,10,17,0.831,71.0,0,10
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",750,3000.0,,near,0.99,98279,76,57,12,7,0.826,49.0,1,11
"{""ASIA"": null, ""LDN"": 0, ""NY"": 1}",1000,2000.0,,near,0.96,180805,76,59,13,4,0.819,24.0,4,9
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",500,4000.0,,near,0.92,74360,76,45,10,21,0.818,60.0,9,1
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",500,2000.0,,,1.01,79607,76,49,11,16,0.817,60.0,0,11
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1000,2000.0,,,0.66,108053,76,48,11,17,0.814,47.0,0,11
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1000,4000.0,,,0.66,108053,76,48,11,17,0.814,47.0,0,11
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",1500,2000.0,,near,0.66,147735,76,60,14,2,0.811,31.0,10,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",750,2000.0,,,0.9,117892,76,51,12,13,0.81,33.0,0,12
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,2000.0,,,1.0,92788,76,47,11,18,0.81,52.0,0,11
"{""ASIA"": null, ""LDN"": 0, ""NY"": 8}",750,3000.0,,,1.01,108374,76,47,11,18,0.81,49.0,2,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",750,3000.0,,near,1.34,120023,76,54,13,9,0.806,28.5,2,11
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",1000,2000.0,,,0.96,117909,76,49,12,15,0.803,40.0,0,12
"{""ASIA"": null, ""LDN"": 0, ""NY"": 6}",750,2000.0,,,1.05,131610,76,56,14,6,0.8,34.0,0,14
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,,,near,1.09,82251,76,52,13,11,0.8,65.5,3,10
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,4000.0,,near,1.02,94482,76,48,12,16,0.8,45.5,0,12
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,,,near,1.02,94482,76,48,12,16,0.8,45.5,0,12
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",750,4000.0,,near,1.22,116328,76,55,14,7,0.797,40.0,10,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",750,2000.0,,,1.21,116671,76,55,14,7,0.797,37.0,0,14
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",750,3000.0,,near,1.36,120113,76,54,14,8,0.794,35.0,0,14
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",1000,2000.0,,near,1.03,168329,76,54,14,8,0.794,25.0,1,13
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",500,,,near,1.13,81915,76,50,13,13,0.794,69.0,3,10
"{""ASIA"": null, ""LDN"": 0, ""NY"": 10}",1000,2000.0,,near,0.96,184301,76,57,15,4,0.792,24.0,6,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,,,,1.46,83429,76,49,13,14,0.79,67.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,,,near,1.46,83429,76,49,13,14,0.79,67.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,,,,1.46,83429,76,49,13,14,0.79,67.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",500,,,near,1.46,83429,76,49,13,14,0.79,67.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",500,,,,1.09,82251,76,49,13,14,0.79,73.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",500,,,,1.25,83202,76,49,13,14,0.79,73.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",500,,,near,1.25,83202,76,49,13,14,0.79,67.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",500,,,,1.13,81915,76,49,13,14,0.79,73.0,3,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,,,,1.19,85648,76,49,13,14,0.79,73.0,6,7
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",500,,,near,1.19,85648,76,49,13,14,0.79,72.0,6,7
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,,,,0.66,123620,76,55,15,6,0.786,48.0,0,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,3000.0,,,0.66,123620,76,55,15,6,0.786,48.0,0,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,,,,0.66,123620,76,55,15,6,0.786,48.0,0,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",1000,4000.0,,,0.66,123620,76,55,15,6,0.786,48.0,0,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",1000,2000.0,,,0.66,124770,76,55,15,6,0.786,46.0,0,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 5}",1000,,,,0.66,124770,76,55,15,6,0.786,46.0,0,15
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,3000.0,,near,1.07,118941,76,55,15,6,0.786,30.0,0,15
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",750,2000.0,,near,1.21,116671,76,55,15,6,0.786,32.0,0,15
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",750,3000.0,,,1.36,120113,76,51,14,11,0.785,41.0,0,14
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",750,3000.0,,,1.34,120023,76,50,14,12,0.781,30.0,2,12
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,4000.0,,,1.02,94482,76,46,13,17,0.78,51.0,0,13
"{""ASIA"": null, ""LDN"": null, ""NY"": 3}",750,,,,1.02,94482,76,46,13,17,0.78,51.0,0,13
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,4000.0,,near,0.95,113003,76,46,13,17,0.78,35.5,11,2
"{""ASIA"": null, ""LDN"": 0, ""NY"": 9}",750,4000.0,,near,1.19,109801,76,53,15,8,0.779,49.0,12,3
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",750,3000.0,,,1.07,118941,76,52,15,9,0.776,33.5,0,15
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",1000,2000.0,,near,0.92,152465,76,55,16,5,0.775,30.0,4,12
"{""ASIA"": null, ""LDN"": 0, ""NY"": 4}",750,2000.0,,,0.97,128264,76,55,16,5,0.775,33.0,0,16
"{""ASIA"": null, ""LDN"": 0, ""NY"": 4}",750,2000.0,,near,0.97,128264,76,55,16,5,0.775,29.0,0,16
"{""ASIA"": null, ""LDN"": 1, ""NY"": 1}",1000,4000.0,,near,1.07,158588,76,56,17,3,0.767,23.0,10,7
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",750,3000.0,,,0.99,98279,76,49,15,12,0.766,38.0,2,13
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",750,,,near,0.96,109245,76,45,14,17,0.763,37.0,12,2
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",1000,2000.0,,near,0.93,144420,76,48,15,13,0.762,27.0,1,14
"{""ASIA"": null, ""LDN"": 0, ""NY"": 10}",750,4000.0,,near,1.05,124861,76,54,17,5,0.761,40.0,8,9
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",1500,2000.0,,,0.66,147735,76,57,18,1,0.76,36.0,13,5
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",750,,,near,1.01,111268,76,44,14,18,0.759,42.5,11,3
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",1500,3000.0,,near,0.79,172969,76,53,17,6,0.757,25.0,4,13
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",1500,3000.0,,near,0.79,172969,76,53,17,6,0.757,25.0,4,13
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",1000,,,near,0.75,130417,76,52,17,7,0.754,38.5,5,12
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",1000,3000.0,,near,0.75,130417,76,52,17,7,0.754,38.5,5,12
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",1000,2000.0,,near,1.05,156285,76,52,17,7,0.754,24.0,2,15
"{""ASIA"": null, ""LDN"": 1, ""NY"": 6}",1000,2000.0,,,1.03,168329,76,49,16,11,0.754,25.0,3,13
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",1000,2000.0,,near,1.05,147913,76,47,16,13,0.746,25.0,0,16
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",500,3000.0,,near,1.04,77478,76,52,18,6,0.743,61.0,0,18
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",1000,,,,0.75,130417,76,51,18,7,0.739,43.0,10,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",1000,3000.0,,,0.75,130417,76,51,18,7,0.739,43.0,10,8
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",1500,2000.0,,near,0.74,188471,76,52,19,5,0.732,25.0,3,16
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1500,4000.0,,near,0.68,196082,76,52,19,5,0.732,23.5,2,17
"{""ASIA"": null, ""LDN"": null, ""NY"": 10}",1500,3000.0,,near,0.68,196082,76,52,19,5,0.732,23.5,2,17
"{""ASIA"": null, ""LDN"": 0, ""NY"": 1}",750,3000.0,,near,1.05,119094,76,52,19,5,0.732,29.5,2,17
"{""ASIA"": null, ""LDN"": 0, ""NY"": 2}",1000,2000.0,,,0.92,152465,76,52,19,5,0.732,32.0,5,14
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",750,4000.0,,near,1.12,125439,76,52,19,5,0.732,32.0,10,9
"{""ASIA"": null, ""LDN"": 0, ""NY"": 9}",1000,2000.0,,near,1.04,166703,76,52,19,5,0.732,25.5,3,16
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",500,3000.0,,,1.04,77478,76,49,18,9,0.731,54.0,0,18
"{""ASIA"": null, ""LDN"": 1, ""NY"": 7}",750,4000.0,,near,1.16,122272,76,49,18,9,0.731,35.0,13,5
"{""ASIA"": null, ""LDN"": null, ""NY"": 9}",1500,4000.0,,near,0.8,171022,76,51,19,6,0.729,25.0,6,13
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",1000,2000.0,,,1.18,156214,76,51,19,6,0.729,27.0,3,16
"{""ASIA"": null, ""LDN"": 1, ""NY"": 3}",1000,2000.0,,near,1.18,156214,76,51,19,6,0.729,23.0,0,19
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",750,4000.0,,near,1.39,122899,76,50,19,7,0.725,30.5,10,9
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",750,,,near,1.25,124806,76,50,19,7,0.725,36.0,15,4
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1500,,,near,0.69,184423,76,52,20,4,0.722,21.0,2,18
"{""ASIA"": null, ""LDN"": null, ""NY"": 1}",1500,3000.0,,near,0.69,184423,76,52,20,4,0.722,21.0,2,18
"{""ASIA"": null, ""LDN"": 0, ""NY"": 9}",1000,2000.0,,,1.04,166703,76,52,20,4,0.722,27.5,4,16
"{""ASIA"": null, ""LDN"": 2, ""NY"": 11}",750,4000.0,,near,0.92,94628,76,41,16,19,0.719,32.0,12,4
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",750,3000.0,,near,1.01,119413,76,51,20,5,0.718,36.0,2,18
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",750,3000.0,,near,1.01,119413,76,51,20,5,0.718,36.0,2,18
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",750,4000.0,,near,1.06,116371,76,48,19,9,0.716,29.5,9,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 4}",750,4000.0,,near,1.06,116371,76,48,19,9,0.716,29.5,9,10
"{""ASIA"": null, ""LDN"": 1, ""NY"": 8}",750,4000.0,,near,1.06,104695,76,48,19,9,0.716,34.5,13,6
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",750,,,near,1.03,114847,76,45,18,13,0.714,32.0,10,8
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",1000,2000.0,,near,0.97,139060,76,47,19,10,0.712,27.0,1,18
"{""ASIA"": null, ""LDN"": 1, ""NY"": 0}",1000,2000.0,,,1.05,156285,76,49,21,6,0.7,27.0,6,15
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",1000,4000.0,,,1.04,135371,76,49,21,6,0.7,31.0,4,17
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",1000,2000.0,,near,1.09,133604,76,51,22,3,0.699,24.0,0,22
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",1000,2000.0,,near,1.09,133604,76,51,22,3,0.699,24.0,0,22
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",1000,2000.0,,near,1.09,133604,76,51,22,3,0.699,24.0,0,22
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",1000,4000.0,,near,0.99,157035,76,46,20,10,0.697,27.0,6,14
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",1000,3000.0,,near,0.99,159156,76,46,20,10,0.697,27.0,5,15
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",1000,4000.0,,near,0.99,157035,76,46,20,10,0.697,27.0,6,14
"{""ASIA"": null, ""LDN"": 0, ""NY"": 1}",1000,2000.0,,,0.96,180805,76,50,22,4,0.694,23.5,6,16
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",1000,2000.0,,near,0.93,182790,76,50,22,4,0.694,24.0,1,21
"{""ASIA"": null, ""LDN"": 0, ""NY"": 4}",500,,,near,1.07,84440,76,43,19,14,0.694,62.0,12,7
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",2000,4000.0,,near,0.75,260834,76,52,23,1,0.693,18.0,9,14
"{""ASIA"": null, ""LDN"": null, ""NY"": 7}",2000,4000.0,,near,0.75,260834,76,52,23,1,0.693,18.0,9,14
"{""ASIA"": null, ""LDN"": 1, ""NY"": 9}",1000,2000.0,,,1.05,147913,76,44,20,12,0.688,25.5,2,18
"{""ASIA"": null, ""LDN"": 1, ""NY"": 11}",1000,2000.0,,,0.97,139060,76,46,21,9,0.687,27.5,3,18
"{""ASIA"": null, ""LDN"": 1, ""NY"": null}",500,4000.0,,,0.43,21030,76,35,16,25,0.686,138.0,0,16
"{""ASIA"": null, ""LDN"": 0, ""NY"": 3}",750,4000.0,,,1.39,122899,76,47,22,7,0.681,31.0,12,10
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",750,2000.0,,near,0.9,118755,76,42,20,14,0.677,44.5,0,20
"{""ASIA"": null, ""LDN"": 0, ""NY"": 11}",750,4000.0,,near,1.03,100609,76,48,23,5,0.676,32.5,19,4
"{""ASIA"": null, ""LDN"": 2, ""NY"": 3}",750,4000.0,,near,1.28,116065,76,47,23,6,0.671,28.0,8,15
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",2000,3000.0,,near,0.66,216105,76,50,25,1,0.667,18.5,9,16
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",2000,4000.0,,near,0.66,216105,76,50,25,1,0.667,18.5,9,16
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",1000,2000.0,,near,0.84,120552,76,50,25,1,0.667,40.0,14,11
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1500,2000.0,,near,0.66,162079,76,48,24,4,0.667,23.5,5,19
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1500,,,near,0.66,162079,76,48,24,4,0.667,23.5,5,19
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",1500,2000.0,,near,0.66,162079,76,48,24,4,0.667,23.5,5,19
"{""ASIA"": null, ""LDN"": 0, ""NY"": 10}",1000,2000.0,,,0.96,184301,76,48,24,4,0.667,24.0,9,15
