combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days,fail_daily,fail_max,train_usd_per_day,held_usd_per_day,final_usd_per_day,search_cohorts,search_passed,search_failed,search_open,search_pass_rate,search_med_days,search_fail_daily,search_fail_max,final_cohorts,final_passed,final_failed,final_open,final_pass_rate,final_med_days,final_fail_daily,final_fail_max,NY_params,NY_train_Rday,NY_train_n,NY_held_Rday,NY_held_n,NY_final_Rday,NY_final_n,stress_usd_2016,stress_usd_2017,stress_usd_2018,stress_usd_2019,stress_usd_2020,stress_usd_2021,stress_usd_2022,stress_usd_2023,stress_cohorts,stress_passed,stress_failed,stress_open,stress_pass_rate,stress_med_days,stress_fail_daily,stress_fail_max,LDN_params,LDN_train_Rday,LDN_train_n,LDN_held_Rday,LDN_held_n,LDN_final_Rday,LDN_final_n
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",250,,,near,1.07,42504,76,49,0,27,1.0,137.0,0,0,121.1,-52.9,-49.1,94,62,0,32,1.0,151.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",0.355,230,-0.084,55,-0.109,34,-1858,-2969,352,-1702,-2198,-9266,1218,326,381,0,244,137,0.0,,0,244,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 20.0, ""leg_gap"": 6.0, ""leg_sl"": 14.0, ""leg_tp"": 24.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.129,147.0,-0.128,52.0,-0.088,55.0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",250,3000.0,,near,1.07,42504,76,49,0,27,1.0,137.0,0,0,121.1,-52.9,-49.1,94,62,0,32,1.0,151.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",0.355,230,-0.084,55,-0.109,34,-1858,-2969,352,-1702,-2198,-9266,1218,326,381,0,244,137,0.0,,0,244,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 20.0, ""leg_gap"": 6.0, ""leg_sl"": 14.0, ""leg_tp"": 24.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.129,147.0,-0.128,52.0,-0.088,55.0
"{""ASIA"": null, ""LDN"": 0, ""NY"": 5}",250,4000.0,,near,1.07,42504,76,49,0,27,1.0,137.0,0,0,121.1,-52.9,-49.1,94,62,0,32,1.0,151.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",0.355,230,-0.084,55,-0.109,34,-1858,-2969,352,-1702,-2198,-9266,1218,326,381,0,244,137,0.0,,0,244,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 20.0, ""leg_gap"": 6.0, ""leg_sl"": 14.0, ""leg_tp"": 24.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.129,147.0,-0.128,52.0,-0.088,55.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 1}",250,3000.0,,,0.96,36413,76,49,0,27,1.0,141.0,0,0,103.7,-67.0,-36.5,94,50,0,44,1.0,197.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 20.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 80.0, ""min_bos"": 15.0, ""disp_pts"": 30.0, ""stack_gap"": 15.0}",0.35,242,-0.029,59,0.191,35,-1355,-4266,-1558,-431,-15600,-3140,-3113,1760,381,0,245,136,0.0,,0,245,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 4}",250,,,near,0.93,36584,76,49,0,27,1.0,136.0,0,0,104.2,-68.1,-29.7,94,54,0,40,1.0,187.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",0.352,230,-0.033,55,0.219,34,-991,-6631,776,593,-8110,-1617,-1342,-2936,381,0,245,136,0.0,,0,245,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,2000.0,,,0.92,37468,76,49,0,27,1.0,141.0,0,0,106.7,-80.9,-111.6,94,58,0,36,1.0,231.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",0.355,230,-0.084,55,-0.109,34,-1858,-2969,-282,-24,-13225,-4785,-4529,-2996,381,0,274,107,0.0,,0,274,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 5}",250,,,,0.93,36871,76,49,0,27,1.0,141.0,0,0,105.0,-80.9,-111.6,94,57,0,37,1.0,248.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 150.0, ""std_sl"": 25.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 5.0, ""disp_pts"": 25.0, ""stack_gap"": 15.0}",0.355,230,-0.084,55,-0.109,34,-1858,-2969,-282,-24,-13225,-4785,-4529,-2996,381,0,274,107,0.0,,0,274,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 6}",250,,,,1.01,37076,76,49,0,27,1.0,141.0,0,0,105.6,-71.7,4.1,94,57,0,37,1.0,185.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",0.358,260,-0.047,64,0.354,44,-1052,-1712,523,970,-5332,-39,-2569,-4026,381,0,216,165,0.0,,0,216,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,,,,1.03,38282,76,49,0,27,1.0,139.0,0,0,109.1,-77.6,-43.7,94,54,0,40,1.0,192.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",0.372,265,-0.071,64,0.163,36,-1306,-2152,987,72,-12175,-632,-2254,-5216,381,0,276,105,0.0,,0,276,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,3000.0,,,1.03,38282,76,49,0,27,1.0,139.0,0,0,109.1,-77.6,-43.7,94,54,0,40,1.0,192.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",0.372,265,-0.071,64,0.163,36,-1306,-2152,987,72,-12175,-632,-2254,-5216,381,0,276,105,0.0,,0,276,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 7}",250,2000.0,,,1.02,38879,76,49,0,27,1.0,139.0,0,0,110.8,-77.6,-43.7,94,54,0,40,1.0,192.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",0.372,265,-0.071,64,0.163,36,-1306,-2152,987,72,-12175,-632,-2254,-5216,381,0,276,105,0.0,,0,276,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,2000.0,,,0.92,33288,76,49,0,27,1.0,141.0,0,0,94.8,-89.5,-61.3,94,20,0,74,1.0,253.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",0.308,230,-0.119,55,0.092,34,-335,-4964,826,442,-5023,919,-2253,-3160,381,0,71,310,0.0,,0,71,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 8}",250,,,,0.93,32692,76,49,0,27,1.0,141.0,0,0,93.1,-89.5,-61.3,94,19,0,75,1.0,261.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",0.308,230,-0.119,55,0.092,34,-335,-4964,826,442,-5023,919,-2253,-3160,381,0,71,310,0.0,,0,71,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,4000.0,,,1.09,37059,76,49,0,27,1.0,134.0,0,0,105.6,-116.6,-151.0,94,49,7,38,0.875,195.0,0,7,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.358,287,-0.227,77,-0.266,29,-144,-2586,5102,3080,-7879,1077,-1881,-4580,381,0,175,206,0.0,,0,175,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,2000.0,,,1.08,37656,76,49,0,27,1.0,134.0,0,0,107.3,-116.6,-151.0,94,54,7,33,0.885,192.5,0,7,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.358,287,-0.227,77,-0.266,29,-144,-2586,5102,3080,-7879,1077,-1881,-4580,381,0,175,206,0.0,,0,175,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 0}",250,3000.0,,,1.09,37059,76,49,0,27,1.0,134.0,0,0,105.6,-116.6,-151.0,94,49,7,38,0.875,195.0,0,7,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.358,287,-0.227,77,-0.266,29,-144,-2586,5102,3080,-7879,1077,-1881,-4580,381,0,175,206,0.0,,0,175,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
