combo,risk,breaker,pstop,smart,trades_per_day,usd_train,cohorts,passed,failed,open,pass_rate,med_days,fail_daily,fail_max,train_usd_per_day,held_usd_per_day,final_usd_per_day,search_cohorts,search_passed,search_failed,search_open,search_pass_rate,search_med_days,search_fail_daily,search_fail_max,final_cohorts,final_passed,final_failed,final_open,final_pass_rate,final_med_days,final_fail_daily,final_fail_max,NY_params,NY_train_Rday,NY_train_n,NY_held_Rday,NY_held_n,NY_final_Rday,NY_final_n,stress_usd_2016,stress_usd_2017,stress_usd_2018,stress_usd_2019,stress_usd_2020,stress_usd_2021,stress_usd_2022,stress_usd_2023,stress_cohorts,stress_passed,stress_failed,stress_open,stress_pass_rate,stress_med_days,stress_fail_daily,stress_fail_max,LDN_params,LDN_train_Rday,LDN_train_n,LDN_held_Rday,LDN_held_n,LDN_final_Rday,LDN_final_n
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",250,3000.0,,,1.09,33339,76,49,0,27,1.0,139.0,0,0,95.0,-124.1,-122.4,94,53,9,32,0.855,195.0,0,9,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",0.315,287,-0.257,71,-0.152,60,-1328,-2428,1970,-125,-4816,-1262,-3319,-3064,381,0,231,150,0.0,,0,231,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",250,4000.0,,,1.09,33339,76,49,0,27,1.0,139.0,0,0,95.0,-124.1,-122.4,94,53,9,32,0.855,195.0,0,9,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",0.315,287,-0.257,71,-0.152,60,-1328,-2428,1970,-125,-4816,-1262,-3319,-3064,381,0,231,150,0.0,,0,231,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",250,,,,1.09,33339,76,49,0,27,1.0,139.0,0,0,95.0,-124.1,-122.4,94,53,9,32,0.855,195.0,0,9,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",0.315,287,-0.257,71,-0.152,60,-1328,-2428,1970,-125,-4816,-1262,-3319,-3064,381,0,231,150,0.0,,0,231,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 9}",250,2000.0,,,1.08,33932,76,49,0,27,1.0,139.0,0,0,96.7,-124.1,-122.4,94,53,7,34,0.883,190.0,0,7,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""mixed"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 30.0, ""big_tp"": 100.0, ""std_sl"": 30.0, ""std_tp"": 60.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 200.0, ""min_bos"": 15.0, ""disp_pts"": 15.0, ""stack_gap"": 20.0}",0.315,287,-0.257,71,-0.152,60,-1328,-2428,1970,-125,-4816,-1262,-3319,-3064,381,0,231,150,0.0,,0,231,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",250,3000.0,,,0.95,38358,76,49,0,27,1.0,141.0,0,0,109.3,-78.0,-107.9,94,53,0,41,1.0,200.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.372,238,-0.073,56,-0.094,19,-1198,-7005,2077,1306,-5879,-748,-547,-1930,381,0,132,249,0.0,,0,132,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",250,4000.0,,,0.95,38358,76,49,0,27,1.0,141.0,0,0,109.3,-78.0,-107.9,94,53,0,41,1.0,200.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.372,238,-0.073,56,-0.094,19,-1198,-7005,2077,1306,-5879,-748,-547,-1930,381,0,132,249,0.0,,0,132,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 10}",250,2000.0,,,0.94,38955,76,49,0,27,1.0,141.0,0,0,111.0,-78.0,-107.9,94,54,0,40,1.0,200.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""bos"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 25.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 30.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 15.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.372,238,-0.073,56,-0.094,19,-1198,-7005,2077,1306,-5879,-748,-547,-1930,381,0,132,249,0.0,,0,132,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 4}",500,4000.0,,near,0.66,61810,76,48,0,28,1.0,104.5,0,0,176.1,-16.6,109.4,94,59,0,35,1.0,113.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 15.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 15.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 125.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 20.0}",0.352,230,-0.033,55,0.219,34,-1982,-13261,1551,-2169,-2636,-1037,7785,-3253,381,65,286,30,0.185,336.0,0,286,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",500,2000.0,,near,0.74,62801,76,48,0,28,1.0,90.0,0,0,178.9,-23.7,177.1,94,59,0,35,1.0,103.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",0.358,260,-0.047,64,0.354,44,-2104,-3423,1045,-1414,2923,2120,5330,-5435,381,84,186,111,0.311,759.5,0,186,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 6}",500,,,near,0.74,62801,76,48,0,28,1.0,90.0,0,0,178.9,-23.7,177.1,94,59,0,35,1.0,103.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 100, ""big_thr"": 10.0, ""big_sl"": 30.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 42.0, ""leg_gap"": 10.0, ""leg_sl"": 45.0, ""leg_tp"": 140.0, ""min_fv"": 100.0, ""min_bos"": 0.0, ""disp_pts"": 20.0, ""stack_gap"": 15.0}",0.358,260,-0.047,64,0.354,44,-2104,-3423,1045,-1414,2923,2120,5330,-5435,381,84,186,111,0.311,759.5,0,186,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 8}",500,4000.0,,near,0.66,54026,76,47,0,29,1.0,104.0,0,0,153.9,-59.3,46.2,94,56,0,38,1.0,120.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 150, ""exit"": ""run"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""fvg"", ""stack_size"": 1.0, ""ma"": 100, ""big_thr"": 20.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 35.0, ""std_tp"": 60.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 90.0, ""min_fv"": 150.0, ""min_bos"": 10.0, ""disp_pts"": 30.0, ""stack_gap"": 20.0}",0.308,230,-0.119,55,0.092,34,-671,-9929,1653,-2471,3539,4034,5962,-3702,381,137,118,126,0.537,682.0,0,118,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 11}",750,4000.0,,,0.66,73850,76,47,0,29,1.0,73.0,0,0,210.4,19.7,-140.6,94,61,0,33,1.0,83.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 150, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 3, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 42.0, ""leg_gap"": 20.0, ""leg_sl"": 45.0, ""leg_tp"": 60.0, ""min_fv"": 80.0, ""min_bos"": 5.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",0.281,233,0.026,55,-0.187,19,-336,-15698,10600,12150,9610,12469,3630,-9108,381,207,155,19,0.572,305.0,0,155,,,,,,,
"{""ASIA"": null, ""LDN"": 0, ""NY"": 7}",250,4000.0,,near,1.17,43915,76,47,0,29,1.0,120.0,0,0,125.1,-49.6,18.8,94,59,0,35,1.0,145.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 120, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 1, ""rev_mode"": ""off"", ""wait_open"": false, ""maxpos"": 2, ""stack_trig"": ""both"", ""stack_size"": 0.5, ""ma"": 200, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 115.0, ""std_sl"": 35.0, ""std_tp"": 30.0, ""leg_gap"": 20.0, ""leg_sl"": 35.0, ""leg_tp"": 90.0, ""min_fv"": 40.0, ""min_bos"": 20.0, ""disp_pts"": 20.0, ""stack_gap"": 10.0}",0.372,265,-0.071,64,0.163,36,-1306,-2152,1620,-1605,-1148,-5114,3493,-1894,381,0,170,211,0.0,,0,170,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 20.0, ""leg_gap"": 6.0, ""leg_sl"": 14.0, ""leg_tp"": 24.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.129,147.0,-0.128,52.0,-0.088,55.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",250,2000.0,,,0.9,29771,76,47,0,29,1.0,145.0,0,0,84.8,-51.2,-124.4,94,55,0,39,1.0,195.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-1380,-2953,1455,1833,-9331,2449,-3108,901,381,0,96,285,0.0,,0,96,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": 2, ""NY"": 2}",250,,,near,0.91,29180,76,47,0,29,1.0,145.0,0,0,83.1,-51.2,-124.4,94,54,0,40,1.0,187.5,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-1380,-2953,1455,1833,-9331,2449,-3108,901,381,0,96,285,0.0,,0,96,"{""offset"": 0, ""window"": 60, ""exit"": ""run"", ""open_trade"": false, ""vwap"": false, ""legs"": true, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 6.0, ""big_sl"": 16.0, ""big_tp"": 46.0, ""std_sl"": 8.0, ""std_tp"": 24.0, ""leg_gap"": 4.0, ""leg_sl"": 10.0, ""leg_tp"": 46.0, ""min_fv"": 60.0, ""min_bos"": 2.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.065,95.0,-0.239,21.0,-0.338,34.0
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",500,3000.0,,,0.64,47002,76,46,0,30,1.0,132.0,0,0,133.9,17.3,-80.0,94,58,0,36,1.0,143.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-2760,-5905,2909,310,-5079,7094,4252,4421,381,207,96,78,0.683,940.0,0,96,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",500,,,,0.64,47002,76,46,0,30,1.0,132.0,0,0,133.9,17.3,-80.0,94,58,0,36,1.0,143.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-2760,-5905,2909,310,-5079,7094,4252,4421,381,207,96,78,0.683,940.0,0,96,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",500,4000.0,,,0.64,47002,76,46,0,30,1.0,132.0,0,0,133.9,17.3,-80.0,94,58,0,36,1.0,143.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-2760,-5905,2909,310,-5079,7094,4252,4421,381,207,96,78,0.683,940.0,0,96,,,,,,,
"{""ASIA"": null, ""LDN"": null, ""NY"": 2}",500,2000.0,,,0.64,47002,76,46,0,30,1.0,132.0,0,0,133.9,17.3,-80.0,94,58,0,36,1.0,143.0,0,0,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 60, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": false, ""leg_max"": 4, ""rev_mode"": ""off"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""both"", ""stack_size"": 1.0, ""ma"": 50, ""big_thr"": 15.0, ""big_sl"": 35.0, ""big_tp"": 115.0, ""std_sl"": 25.0, ""std_tp"": 35.0, ""leg_gap"": 20.0, ""leg_sl"": 25.0, ""leg_tp"": 60.0, ""min_fv"": 60.0, ""min_bos"": 20.0, ""disp_pts"": 15.0, ""stack_gap"": 10.0}",0.268,223,0.035,52,-0.16,18,-2760,-5905,2909,310,-5079,7094,4252,4421,381,207,96,78,0.683,940.0,0,96,,,,,,,
"{""ASIA"": null, ""LDN"": 0, ""NY"": 0}",250,,,,1.24,42692,76,45,0,31,1.0,137.0,0,0,121.6,-88.7,-88.5,94,59,4,31,0.937,150.0,0,4,9,0,0,9,0.0,,0,0,"{""offset"": 0, ""window"": 90, ""exit"": ""hard"", ""open_trade"": true, ""vwap"": true, ""legs"": true, ""leg_max"": 4, ""rev_mode"": ""mixed"", ""wait_open"": true, ""maxpos"": 1, ""stack_trig"": ""fvg"", ""stack_size"": 0.5, ""ma"": 50, ""big_thr"": 10.0, ""big_sl"": 25.0, ""big_tp"": 100.0, ""std_sl"": 25.0, ""std_tp"": 50.0, ""leg_gap"": 25.0, ""leg_sl"": 25.0, ""leg_tp"": 115.0, ""min_fv"": 200.0, ""min_bos"": 20.0, ""disp_pts"": 40.0, ""stack_gap"": 15.0}",0.358,287,-0.227,77,-0.266,29,-144,-2586,5736,1402,3148,-3404,3866,-1257,381,18,162,201,0.1,608.5,0,162,"{""offset"": 0, ""window"": 90, ""exit"": ""run"", ""open_trade"": false, ""vwap"": true, ""legs"": false, ""leg_max"": 2, ""rev_mode"": ""disp_fv"", ""wait_open"": true, ""maxpos"": 3, ""stack_trig"": ""bos"", ""stack_size"": 1.0, ""ma"": 200, ""big_thr"": 4.0, ""big_sl"": 12.0, ""big_tp"": 40.0, ""std_sl"": 14.0, ""std_tp"": 20.0, ""leg_gap"": 6.0, ""leg_sl"": 14.0, ""leg_tp"": 24.0, ""min_fv"": 60.0, ""min_bos"": 4.0, ""disp_pts"": 6.0, ""stack_gap"": 8.0}",0.129,147.0,-0.128,52.0,-0.088,55.0
